language,scenario,time_mean,time_cv%,pkg_mean,pkg_cv%,cores_mean,cores_cv%,gpu_mean,gpu_cv%,ram_mean,ram_cv%,psys_mean,psys_cv%,cycles_mean,cycles_cv%,l1d_misses_mean,l1d_misses_cv%,l1i_misses_mean,l1i_misses_cv%,llc_misses_mean,llc_misses_cv%,branch_misses_mean,branch_misses_cv%,c1_core_residency_mean,c1_core_residency_cv%,c3_core_residency_mean,c3_core_residency_cv%,c6_core_residency_mean,c6_core_residency_cv%,c7_core_residency_mean,c7_core_residency_cv%,c2_pkg_residency_mean,c2_pkg_residency_cv%,c3_pkg_residency_mean,c3_pkg_residency_cv%,c6_pkg_residency_mean,c6_pkg_residency_cv%,c8_pkg_residency_mean,c8_pkg_residency_cv%,c10_pkg_residency_mean,c10_pkg_residency_cv%
c,binary-trees,4311886.583,6.859,66.885,6.563,19.015,6.02,0.0,0.0,3.993,7.208,0.0,0.0,20642313401.9,6.862,249721342.733,7.832,39795661.633,30.84,5421977.783,33.751,9533273.4,12.503,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
c,division-loop,1389836.983,6.939,20.147,6.503,4.747,6.687,0.0,0.0,1.146,10.173,0.0,0.0,1109003710.017,6.941,31335.333,2.177,78887.283,1.842,4319.35,12.408,13116.783,67.323,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
c,fannkuch-redux,20276496.667,2.264,309.982,2.195,85.611,2.061,0.0,0.0,11.846,3.497,0.0,0.0,97099031286.383,2.264,70679468.033,24.663,76753230.817,15.856,1804493.683,76.448,2266686261.5,0.097,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
c,fasta,2305580.433,10.776,33.517,10.365,7.97,9.579,0.0,0.0,1.928,11.965,0.0,0.0,11033902639.25,10.784,72665464.15,26.243,45058552.883,23.895,1918026.917,78.223,6661681.95,12.634,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
c,k-nucleotide,2944129.45,7.559,44.966,7.434,12.365,7.418,0.0,0.0,2.318,15.681,0.0,0.0,14091949194.233,7.563,299068926.833,9.824,31253566.567,39.407,4429618.333,137.399,40486020.05,2.767,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
c,mandelbrot,4445670.333,7.757,66.908,7.655,17.703,7.532,0.0,0.0,2.762,12.532,0.0,0.0,21283020641.533,7.761,68851443.95,25.476,23899635.617,33.187,1206224.967,100.738,7826139.833,16.136,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
c,matrix-multiplication,38016584.733,0.354,555.308,0.751,133.988,2.404,0.0,0.0,31.475,3.151,0.0,0.0,30344081429.25,0.354,1016974990.467,0.019,103326.733,1.601,568054.55,35.243,40217834.05,0.03,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
c,n-body,11741968.833,1.361,172.049,1.49,41.91,2.879,0.0,0.0,9.679,5.133,0.0,0.0,9371953775.533,1.361,36270.217,2.793,90164.2,1.433,5759.817,4.858,17315.717,87.74,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
c,pidigits,3021515.117,10.685,44.043,9.797,10.553,7.8,0.0,0.0,2.528,10.461,0.0,0.0,2411376653.233,10.687,253317457.7,0.007,214934.4,2.808,17118.2,26.413,838194.55,3.748,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
c,polynomial-evaluation,4919823.033,2.452,71.393,2.595,16.877,4.191,0.0,0.0,4.04,6.568,0.0,0.0,3926579972.267,2.452,46577.183,8.544,82090.033,2.608,16126.817,19.51,1015549.85,0.979,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
