scenario,language,test,nice,affinity,mode,iteration,time,pkg,cores,gpu,ram,psys,cycles,l1d_misses,l1i_misses,llc_misses,branch_misses,c1_core_residency,c3_core_residency,c6_core_residency,c7_core_residency,c2_pkg_residency,c3_pkg_residency,c6_pkg_residency,c8_pkg_residency,c10_pkg_residency,ended
matrix-multiplication,java,server,-20,5,process,1,43939474,611.85,125.356,,24.516,,35071701024,1039156995,15110000,242661,6056667,,0,0,0,0,0,0,0,0,1764692953658590
matrix-multiplication,java,server,-20,5,process,2,43939937,611.872,125.368,,24.509,,35072078556,1038742978,14922721,242318,6093766,,0,0,0,0,0,0,0,0,1764692997604822
matrix-multiplication,java,server,-20,5,process,3,43909350,611.439,125.287,,24.493,,35047663319,1039056540,15137602,240712,6117412,,0,0,0,0,0,0,0,0,1764693041520480
matrix-multiplication,java,server,-20,5,process,4,43851033,610.639,125.132,,24.459,,35000797752,1038808571,14844768,243334,5959558,,0,0,0,0,0,0,0,0,1764693085377812
matrix-multiplication,java,server,-20,5,process,5,43918013,611.559,125.296,,24.501,,35054260801,1038851133,14717857,236357,6022251,,0,0,0,0,0,0,0,0,1764693129302090
matrix-multiplication,java,server,-20,5,process,6,43904193,611.358,125.25,,24.489,,35043259255,1038440725,14662323,240785,6401583,,0,0,0,0,0,0,0,0,1764693173212590
matrix-multiplication,java,server,-20,5,process,7,43900670,611.322,125.281,,24.484,,35040468250,1038607052,14817625,239124,6107114,,0,0,0,0,0,0,0,0,1764693217119512
matrix-multiplication,java,server,-20,5,process,8,43745224,609.151,124.84,,24.402,,34916413023,1037957734,14319793,246542,5717224,,0,0,0,0,0,0,0,0,1764693260870988
matrix-multiplication,java,server,-20,5,process,9,43760185,609.343,124.851,,24.415,,34928344993,1038359367,14713797,245551,5959651,,0,0,0,0,0,0,0,0,1764693304637418
matrix-multiplication,java,server,-20,5,process,10,43864032,610.826,125.17,,24.466,,35011274846,1038856682,15349492,241547,6116335,,0,0,0,0,0,0,0,0,1764693348507712
matrix-multiplication,java,server,-20,5,process,11,43899285,611.275,125.242,,24.485,,35039425999,1038761445,15249383,234711,6444612,,0,0,0,0,0,0,0,0,1764693392413235
matrix-multiplication,java,server,-20,5,process,12,43912735,611.436,125.253,,24.496,,35050172764,1039035518,14786437,242916,5982590,,0,0,0,0,0,0,0,0,1764693436332251
matrix-multiplication,java,server,-20,5,process,13,43763598,609.3,124.778,,24.409,,34931144232,1038203099,14425666,233398,5730419,,0,0,0,0,0,0,0,0,1764693480102139
matrix-multiplication,java,server,-20,5,process,14,43882425,610.993,125.133,,24.475,,35025996449,1038604375,14846428,239997,5942097,,0,0,0,0,0,0,0,0,1764693523990821
matrix-multiplication,java,server,-20,5,process,15,43797727,609.888,124.965,,24.436,,34958407177,1038629558,15019015,248518,6148775,,0,0,0,0,0,0,0,0,1764693567794793
