scenario,language,test,nice,affinity,mode,iteration,time,pkg,cores,gpu,ram,psys,cycles,l1d_misses,l1i_misses,llc_misses,branch_misses,c1_core_residency,c3_core_residency,c6_core_residency,c7_core_residency,c2_pkg_residency,c3_pkg_residency,c6_pkg_residency,c8_pkg_residency,c10_pkg_residency,ended
matrix-multiplication,java,server,-20,5,process,1,43986771,612.339,125.374,,24.531,,35107317590,1030011118,15233479,287896,6116760,,0,0,0,0,0,0,0,0,1764675084260105
matrix-multiplication,java,server,-20,5,process,2,44210122,615.414,125.952,,24.667,,35286935980,1032208852,18213473,296669,6876187,,0,0,0,0,0,0,0,0,1764675128476519
matrix-multiplication,java,server,-20,5,process,3,43827034,610.119,124.838,,24.444,,34985658577,1029225490,14728837,273181,5815803,,0,0,0,0,0,0,0,0,1764675172309816
matrix-multiplication,java,server,-20,5,process,4,43793847,609.44,124.544,,24.424,,34957700915,1028845878,14341485,263012,5720554,,0,0,0,0,0,0,0,0,1764675216109907
matrix-multiplication,java,server,-20,5,process,5,43947943,611.105,124.524,,24.507,,35079662319,1029891657,15074185,263509,6131333,,0,0,0,0,0,0,0,0,1764675260064086
matrix-multiplication,java,server,-20,5,process,6,44084950,613.592,125.487,,24.59,,35188280865,1029646188,14726814,267250,5901254,,0,0,0,0,0,0,0,0,1764675304155291
matrix-multiplication,java,server,-20,5,process,7,44071931,613.399,125.443,,24.579,,35177369284,1029928700,15275950,275130,6624183,,0,0,0,0,0,0,0,0,1764675348233464
matrix-multiplication,java,server,-20,5,process,8,43907130,611.284,125.165,,24.487,,35045457011,1029937201,15083522,273952,6092623,,0,0,0,0,0,0,0,0,1764675392146817
matrix-multiplication,java,server,-20,5,process,9,44037367,613.022,125.47,,24.558,,35149129907,1029517705,14772762,274953,6374492,,0,0,0,0,0,0,0,0,1764675436190395
matrix-multiplication,java,server,-20,5,process,10,43928104,611.354,125.0,,24.498,,35061750342,1029807004,14961877,271149,5936072,,0,0,0,0,0,0,0,0,1764675480124750
matrix-multiplication,java,server,-20,5,process,11,43871746,610.739,125.013,,24.478,,35016635173,1029747282,15203757,281607,6017366,,0,0,0,0,0,0,0,0,1764675524002703
matrix-multiplication,java,server,-20,5,process,12,43762361,609.27,124.772,,24.406,,34929235622,1029485843,14601955,274308,6238945,,0,0,0,0,0,0,0,0,1764675567771308
matrix-multiplication,java,server,-20,5,process,13,43969137,612.108,125.316,,24.517,,35094212733,1029650000,14758678,270200,5942935,,0,0,0,0,0,0,0,0,1764675611746683
matrix-multiplication,java,server,-20,5,process,14,44002404,612.586,125.4,,24.541,,35122521961,1029636745,14724549,266467,5913160,,0,0,0,0,0,0,0,0,1764675655755301
matrix-multiplication,java,server,-20,5,process,15,43917646,611.424,125.143,,24.494,,35056018689,1029876259,15133694,264879,6369408,,0,0,0,0,0,0,0,0,1764675699679197
