scenario,language,test,nice,affinity,mode,iteration,time,pkg,cores,gpu,ram,psys,cycles,l1d_misses,l1i_misses,llc_misses,branch_misses,c1_core_residency,c3_core_residency,c6_core_residency,c7_core_residency,c2_pkg_residency,c3_pkg_residency,c6_pkg_residency,c8_pkg_residency,c10_pkg_residency,ended
mandelbrot,java,server,-20,,process,1,10491122,154.272,38.193,,5.936,,50236331462,65208263,39629632,546854,18533837,,0,0,0,0,0,0,0,0,1764143973375689
mandelbrot,java,server,-20,,process,2,10705508,157.194,38.755,,6.078,,51263110876,73365418,55152590,624455,21613309,,0,0,0,0,0,0,0,0,1764143984115265
mandelbrot,java,server,-20,,process,3,10576911,155.26,38.232,,5.994,,50647273406,66721652,41282178,559151,18946679,,0,0,0,0,0,0,0,0,1764143994722451
mandelbrot,java,server,-20,,process,4,10568965,154.843,37.9,,5.987,,50609247445,66171257,41698040,567373,18749869,,0,0,0,0,0,0,0,0,1764144005321113
mandelbrot,java,server,-20,,process,5,10570522,154.738,37.782,,5.989,,50616490536,66342221,42496343,561238,18855169,,0,0,0,0,0,0,0,0,1764144015921118
mandelbrot,java,server,-20,,process,6,10537586,154.401,37.814,,5.969,,50458782940,66274373,40388763,561379,18511095,,0,0,0,0,0,0,0,0,1764144026488717
mandelbrot,java,server,-20,,process,7,10598822,155.422,38.156,,6.012,,50752145947,68242410,51076346,633861,19819792,,0,0,0,0,0,0,0,0,1764144037117525
mandelbrot,java,server,-20,,process,8,10566723,156.001,39.07,,5.995,,50598501738,67596162,42294716,609176,19057050,,0,0,0,0,0,0,0,0,1764144047714167
mandelbrot,java,server,-20,,process,9,10585159,155.212,38.08,,5.998,,50686666902,67006426,43369819,578695,19154415,,0,0,0,0,0,0,0,0,1764144058329037
mandelbrot,java,server,-20,,process,10,10605915,155.713,38.371,,6.01,,50786172778,67984643,42819527,585871,19120293,,0,0,0,0,0,0,0,0,1764144068963813
mandelbrot,java,server,-20,,process,11,10649350,157.017,39.199,,6.035,,50994221333,69382059,43667109,566947,19125904,,0,0,0,0,0,0,0,0,1764144079643168
mandelbrot,java,server,-20,,process,12,10555742,155.111,38.319,,5.98,,50545861904,68690954,40431508,553709,19366766,,0,0,0,0,0,0,0,0,1764144090228976
mandelbrot,java,server,-20,,process,13,10547288,155.216,38.505,,5.976,,50505317135,65795759,40485861,574012,18750684,,0,0,0,0,0,0,0,0,1764144100805883
mandelbrot,java,server,-20,,process,14,10550931,155.601,38.863,,5.977,,50522836170,66017907,40879945,580636,18941457,,0,0,0,0,0,0,0,0,1764144111386378
mandelbrot,java,server,-20,,process,15,10566799,155.155,38.246,,5.986,,50598774673,66702795,41147503,568427,18692280,,0,0,0,0,0,0,0,0,1764144121983102
mandelbrot,java,server,-20,,process,16,10542277,154.436,37.796,,5.973,,50481493630,65942921,41503616,547030,18720251,,0,0,0,0,0,0,0,0,1764144132555303
mandelbrot,java,server,-20,,process,17,10586585,155.382,38.263,,5.997,,50693580316,66861302,43001584,567255,19012725,,0,0,0,0,0,0,0,0,1764144143171523
mandelbrot,java,server,-20,,process,18,10623382,156.504,38.958,,6.027,,50869860479,69037927,43975049,641599,19323337,,0,0,0,0,0,0,0,0,1764144153824705
mandelbrot,java,server,-20,,process,19,10566666,155.229,38.304,,5.986,,50598261581,66422559,42954183,574553,18928295,,0,0,0,0,0,0,0,0,1764144164421417
mandelbrot,java,server,-20,,process,20,10571946,154.857,37.886,,5.99,,50623584047,66807587,40544121,551450,18895385,,0,0,0,0,0,0,0,0,1764144175023176
mandelbrot,java,server,-20,,process,21,10569912,155.009,38.051,,5.99,,50613706828,66679322,40628989,564247,18612454,,0,0,0,0,0,0,0,0,1764144185622605
mandelbrot,java,server,-20,,process,22,10587495,155.955,38.798,,5.999,,50697786517,66725250,41390375,570457,18825518,,0,0,0,0,0,0,0,0,1764144196238847
mandelbrot,java,server,-20,,process,23,10557723,155.091,38.266,,5.982,,50555245385,66360019,40547722,554377,18642888,,0,0,0,0,0,0,0,0,1764144206826152
mandelbrot,java,server,-20,,process,24,10562242,155.454,38.578,,5.984,,50577058874,66469016,40396182,569682,18569524,,0,0,0,0,0,0,0,0,1764144217418248
mandelbrot,java,server,-20,,process,25,10571502,155.904,38.918,,5.99,,50621419569,67168322,42799340,546377,18903171,,0,0,0,0,0,0,0,0,1764144228019419
mandelbrot,java,server,-20,,process,26,10558831,155.306,38.482,,5.98,,50560564036,66175290,42711765,562751,18772321,,0,0,0,0,0,0,0,0,1764144238608509
mandelbrot,java,server,-20,,process,27,10521738,155.223,38.787,,5.966,,50382912996,64377413,41335001,597362,18886279,,0,0,0,0,0,0,0,0,1764144249160154
mandelbrot,java,server,-20,,process,28,10525934,154.495,38.021,,5.968,,50403024101,65374425,41220184,592356,18735290,,0,0,0,0,0,0,0,0,1764144259715995
mandelbrot,java,server,-20,,process,29,10565651,156.029,39.13,,5.983,,50593283035,66392570,41214436,557625,18920999,,0,0,0,0,0,0,0,0,1764144270311879
mandelbrot,java,server,-20,,process,30,10557563,155.726,38.885,,5.982,,50554434414,66699926,40390217,563098,18798447,,0,0,0,0,0,0,0,0,1764144280898252
mandelbrot,java,server,-20,,process,31,10560859,155.723,38.855,,5.983,,50570183032,66759454,40660404,552589,18606316,,0,0,0,0,0,0,0,0,1764144291489446
mandelbrot,java,server,-20,,process,32,10572710,155.957,38.956,,5.992,,50627241842,67019000,41303240,561164,18615379,,0,0,0,0,0,0,0,0,1764144302091762
