scenario,language,test,mode,iteration,time,pkg,cores,gpu,dram,psys,cycles,l1d_misses,l1i_misses,llc_misses,branch_misses,ended
pidigits,cs,Release,external,33,3349015664,41.80377197265625,4.74407958984375,,1.86566162109375,,0,0,0,0,0,1761923283259609
pidigits,cs,Release,external,34,3343420963,41.81353759765625,4.8203125,,1.865966796875,,0,0,0,0,0,1761923286725739
pidigits,cs,Release,external,35,3338898910,41.78265380859375,4.83148193359375,,1.8685302734375,,0,0,0,0,0,1761923290187909
pidigits,cs,Release,external,36,3343423435,41.7535400390625,4.76324462890625,,1.86273193359375,,0,0,0,0,0,1761923293654285
pidigits,cs,Release,external,37,3350989844,41.8790283203125,4.8072509765625,,1.8690185546875,,0,0,0,0,0,1761923297127684
pidigits,cs,Release,external,38,3345397782,41.8662109375,4.85638427734375,,1.86767578125,,0,0,0,0,0,1761923300595539
pidigits,cs,Release,external,39,3354801468,41.94134521484375,4.81585693359375,,1.87115478515625,,0,0,0,0,0,1761923304073041
pidigits,cs,Release,external,40,3336736496,41.7037353515625,4.79205322265625,,1.8607177734375,,0,0,0,0,0,1761923307532276
pidigits,cs,Release,external,41,3354782141,41.94549560546875,4.83880615234375,,1.87158203125,,0,0,0,0,0,1761923311010321
pidigits,cs,Release,external,42,3364634243,42.0535888671875,4.829345703125,,1.8763427734375,,0,0,0,0,0,1761923314497955
pidigits,cs,Release,external,43,3359239560,41.98150634765625,4.811767578125,,1.87371826171875,,0,0,0,0,0,1761923317980458
pidigits,cs,Release,external,44,3340222220,41.7947998046875,4.84075927734375,,1.869873046875,,0,0,0,0,0,1761923321442685
pidigits,cs,Release,external,45,3355675426,41.97332763671875,4.83709716796875,,1.87200927734375,,0,0,0,0,0,1761923324920838
pidigits,cs,Release,external,46,3366874301,42.09698486328125,4.8385009765625,,1.878173828125,,0,0,0,0,0,1761923328410649
pidigits,cs,Release,external,47,3374173575,42.21630859375,4.88037109375,,1.88299560546875,,0,0,0,0,0,1761923331907461
pidigits,cs,Release,external,48,3353982525,41.97265625,4.87396240234375,,1.8712158203125,,0,0,0,0,0,1761923335383914
pidigits,cs,Release,external,49,3364639889,42.0106201171875,4.7838134765625,,1.8743896484375,,0,0,0,0,0,1761923338871647
pidigits,cs,Release,external,50,3357271170,42.1474609375,4.99945068359375,,1.8883056640625,,0,0,0,0,0,1761923342352123
n-body,cs,Release,internal,1,19729134725,247.3280029296875,29.00323486328125,,10.9969482421875,,0,0,0,0,0,1761923429363301
n-body,cs,Release,internal,2,19566614485,244.53436279296875,28.03106689453125,,10.9053955078125,,0,0,0,0,0,1761923448929953
n-body,cs,Release,internal,3,20108857037,251.25152587890625,28.753662109375,,11.195556640625,,0,0,0,0,0,1761923469038826
n-body,cs,Release,internal,4,19564491513,244.42645263671875,27.95062255859375,,10.8905029296875,,0,0,0,0,0,1761923488603343
n-body,cs,Release,internal,5,19564964666,244.39141845703125,27.8985595703125,,10.89642333984375,,0,0,0,0,0,1761923508168328
n-body,cs,Release,internal,6,19561480898,244.3721923828125,27.92327880859375,,10.887451171875,,0,0,0,0,0,1761923527729828
n-body,cs,Release,internal,7,19561481641,244.32940673828125,27.879638671875,,10.89337158203125,,0,0,0,0,0,1761923547291326
n-body,cs,Release,internal,8,20107263330,251.16082763671875,28.666259765625,,11.19586181640625,,0,0,0,0,0,1761923567398591
n-body,cs,Release,internal,9,19560120712,244.25433349609375,27.8167724609375,,10.88720703125,,0,0,0,0,0,1761923586958749
n-body,cs,Release,internal,10,20105745439,251.14495849609375,28.690185546875,,11.196044921875,,0,0,0,0,0,1761923607064491
n-body,cs,Release,internal,11,19561371768,244.46624755859375,28.0147705078125,,10.8929443359375,,0,0,0,0,0,1761923626625909
n-body,cs,Release,internal,12,19561153746,244.4361572265625,27.9923095703125,,10.88616943359375,,0,0,0,0,0,1761923646187084
n-body,cs,Release,internal,13,19561513513,244.503173828125,28.04150390625,,10.89483642578125,,0,0,0,0,0,1761923665748590
n-body,cs,Release,internal,14,20109113007,251.24639892578125,28.7412109375,,11.19781494140625,,0,0,0,0,0,1761923685857744
n-body,cs,Release,internal,15,20108161215,251.25543212890625,28.76812744140625,,11.19281005859375,,0,0,0,0,0,1761923705965925
n-body,cs,Release,internal,16,19562396917,244.59710693359375,28.1494140625,,10.89569091796875,,0,0,0,0,0,1761923725528339
n-body,cs,Release,internal,17,19563647909,244.53094482421875,28.0601806640625,,10.89599609375,,0,0,0,0,0,1761923745092006
n-body,cs,Release,internal,18,20107223337,251.2957763671875,28.8157958984375,,11.190185546875,,0,0,0,0,0,1761923765199252
n-body,cs,Release,internal,19,20107257319,251.38818359375,28.91693115234375,,11.19622802734375,,0,0,0,0,0,1761923785306502
n-body,cs,Release,internal,20,20106796231,251.37652587890625,28.912841796875,,11.1966552734375,,0,0,0,0,0,1761923805413339
n-body,cs,Release,internal,21,19562114412,244.50750732421875,28.06646728515625,,10.88946533203125,,0,0,0,0,0,1761923824975445
n-body,cs,Release,internal,22,20219110401,252.74163818359375,29.03466796875,,11.2586669921875,,0,0,0,0,0,1761923845194587
n-body,cs,Release,internal,23,20106739552,251.30859375,28.84716796875,,11.1951904296875,,0,0,0,0,0,1761923865301362
n-body,cs,Release,internal,24,20106582180,251.30401611328125,28.8455810546875,,11.1904296875,,0,0,0,0,0,1761923885407994
n-body,cs,Release,internal,25,20107675119,251.37493896484375,28.91278076171875,,11.19573974609375,,0,0,0,0,0,1761923905515686
n-body,cs,Release,internal,26,20107125427,251.340087890625,28.871337890625,,11.19696044921875,,0,0,0,0,0,1761923925622827
n-body,cs,Release,internal,27,20107746373,251.2711181640625,28.79388427734375,,11.1898193359375,,0,0,0,0,0,1761923945730579
n-body,cs,Release,internal,28,20107987336,251.3197021484375,28.8363037109375,,11.1990966796875,,0,0,0,0,0,1761923965838580
n-body,cs,Release,internal,29,20109059984,251.2252197265625,28.74249267578125,,11.19793701171875,,0,0,0,0,0,1761923985947680
n-body,cs,Release,internal,30,20107624076,251.17498779296875,28.69305419921875,,11.19012451171875,,0,0,0,0,0,1761924006055327
n-body,cs,Release,internal,31,19562976096,244.58111572265625,28.12640380859375,,10.8980712890625,,0,0,0,0,0,1761924025618329
n-body,cs,Release,internal,32,19578486051,244.4375,27.78131103515625,,10.8970947265625,,0,0,0,0,0,1761924045196827
n-body,cs,Release,internal,33,19572751206,244.37982177734375,27.7947998046875,,10.89208984375,,0,0,0,0,0,1761924064769573
n-body,cs,Release,internal,34,20117471026,251.25335693359375,28.63385009765625,,11.1944580078125,,0,0,0,0,0,1761924084887088
n-body,cs,Release,internal,35,20113588511,251.2197265625,28.66168212890625,,11.1934814453125,,0,0,0,0,0,1761924105000692
n-body,cs,Release,internal,36,20113471977,251.21624755859375,28.65008544921875,,11.193359375,,0,0,0,0,0,1761924125114190
n-body,cs,Release,internal,37,20117231656,251.2318115234375,28.60968017578125,,11.1942138671875,,0,0,0,0,0,1761924145231413
n-body,cs,Release,internal,38,20114157667,251.19805908203125,28.63287353515625,,11.1937255859375,,0,0,0,0,0,1761924165345589
n-body,cs,Release,internal,39,20113895225,251.2476806640625,28.677978515625,,11.19488525390625,,0,0,0,0,0,1761924185459506
n-body,cs,Release,internal,40,20112059123,251.126708984375,28.5703125,,11.19219970703125,,0,0,0,0,0,1761924205571589
n-body,cs,Release,internal,41,20112236405,251.22161865234375,28.68536376953125,,11.19232177734375,,0,0,0,0,0,1761924225683860
n-body,cs,Release,internal,42,20113232014,251.17724609375,28.62591552734375,,11.19281005859375,,0,0,0,0,0,1761924245797112
n-body,cs,Release,internal,43,20114043842,251.3505859375,28.7774658203125,,11.19586181640625,,0,0,0,0,0,1761924265911173
n-body,cs,Release,internal,44,20111501461,251.2576904296875,28.71380615234375,,11.19384765625,,0,0,0,0,0,1761924286022690
n-body,cs,Release,internal,45,20114613710,251.25079345703125,28.66064453125,,11.19635009765625,,0,0,0,0,0,1761924306137328
n-body,cs,Release,internal,46,20112203731,251.2620849609375,28.707763671875,,11.19207763671875,,0,0,0,0,0,1761924326249525
n-body,cs,Release,internal,47,20115518802,251.28240966796875,28.68341064453125,,11.1953125,,0,0,0,0,0,1761924346365087
n-body,cs,Release,internal,48,19575324803,244.533203125,27.92962646484375,,10.893798828125,,0,0,0,0,0,1761924365940412
n-body,cs,Release,internal,49,20335066807,254.00347900390625,28.99798583984375,,11.3153076171875,,0,0,0,0,0,1761924386275492
n-body,cs,Release,internal,50,20113787792,251.287109375,28.72406005859375,,11.19500732421875,,0,0,0,0,0,1761924406389328
n-body,cs,Release,external,1,19723143403,247.6700439453125,29.4306640625,,10.99200439453125,,0,0,0,0,0,1761924502245162
n-body,cs,Release,external,2,19724612732,246.51849365234375,28.2655029296875,,11.00128173828125,,0,0,0,0,0,1761924522092774
n-body,cs,Release,external,3,19726332712,246.521484375,28.23126220703125,,10.989013671875,,0,0,0,0,0,1761924541942109
n-body,cs,Release,external,4,19722860058,246.46331787109375,28.21771240234375,,10.98052978515625,,0,0,0,0,0,1761924561787870
n-body,cs,Release,external,5,19727502693,246.487548828125,28.1676025390625,,10.9888916015625,,0,0,0,0,0,1761924581638275
n-body,cs,Release,external,6,19727790729,246.4921875,28.18035888671875,,10.9837646484375,,0,0,0,0,0,1761924601488793
n-body,cs,Release,external,7,19724932911,246.38641357421875,28.12567138671875,,10.98681640625,,0,0,0,0,0,1761924621336940
n-body,cs,Release,external,8,19726367794,246.44964599609375,28.16357421875,,10.98956298828125,,0,0,0,0,0,1761924641186359
n-body,cs,Release,external,9,19722966333,246.48760986328125,28.22503662109375,,10.98095703125,,0,0,0,0,0,1761924661032129
n-body,cs,Release,external,10,19723619779,246.43927001953125,28.20391845703125,,10.985107421875,,0,0,0,0,0,1761924680878779
n-body,cs,Release,external,11,19726697707,246.5103759765625,28.21514892578125,,10.9892578125,,0,0,0,0,0,1761924700728168
n-body,cs,Release,external,12,19723073181,246.4144287109375,28.17132568359375,,10.981201171875,,0,0,0,0,0,1761924720574004
n-body,cs,Release,external,13,19725955474,246.50897216796875,28.216064453125,,10.98638916015625,,0,0,0,0,0,1761924740423043
n-body,cs,Release,external,14,19726023620,246.48046875,28.19677734375,,10.98895263671875,,0,0,0,0,0,1761924760272531
n-body,cs,Release,external,15,19725744091,246.4473876953125,28.15618896484375,,10.98370361328125,,0,0,0,0,0,1761924780121574
n-body,cs,Release,external,16,19727100873,246.517578125,28.20428466796875,,10.98828125,,0,0,0,0,0,1761924799972027
n-body,cs,Release,external,17,19726586989,246.44720458984375,28.19287109375,,10.98822021484375,,0,0,0,0,0,1761924819821493
n-body,cs,Release,external,18,19725631631,246.54034423828125,28.2491455078125,,10.9827880859375,,0,0,0,0,0,1761924839669624
n-body,cs,Release,external,19,19728039434,246.58880615234375,28.27691650390625,,10.98980712890625,,0,0,0,0,0,1761924859521210
n-body,cs,Release,external,20,19727118627,246.534423828125,28.2449951171875,,10.99578857421875,,0,0,0,0,0,1761924879371481
n-body,cs,Release,external,21,19722973309,246.34246826171875,28.08978271484375,,10.98114013671875,,0,0,0,0,0,1761924899216823
n-body,cs,Release,external,22,19726466373,246.4002685546875,28.1278076171875,,10.9901123046875,,0,0,0,0,0,1761924919070245
n-body,cs,Release,external,23,19727383412,246.46722412109375,28.17413330078125,,10.9898681640625,,0,0,0,0,0,1761924938920241
n-body,cs,Release,external,24,19722748831,246.42694091796875,28.1689453125,,10.980224609375,,0,0,0,0,0,1761924958765841
n-body,cs,Release,external,25,19723308745,246.43853759765625,28.19073486328125,,10.98724365234375,,0,0,0,0,0,1761924978611847
n-body,cs,Release,external,26,19726164030,246.44976806640625,28.17193603515625,,10.98822021484375,,0,0,0,0,0,1761924998460857
n-body,cs,Release,external,27,19725108640,246.454833984375,28.1953125,,10.98236083984375,,0,0,0,0,0,1761925018308194
n-body,cs,Release,external,28,19724072394,246.4759521484375,28.19317626953125,,10.986328125,,0,0,0,0,0,1761925038155162
n-body,cs,Release,external,29,19727040677,246.5184326171875,28.2183837890625,,10.9879150390625,,0,0,0,0,0,1761925058005288
n-body,cs,Release,external,30,19725625311,246.414306640625,28.12921142578125,,10.98223876953125,,0,0,0,0,0,1761925077854371
n-body,cs,Release,external,31,19727665872,246.5960693359375,28.3114013671875,,10.99200439453125,,0,0,0,0,0,1761925097705580
n-body,cs,Release,external,32,19723551125,246.57330322265625,28.3095703125,,10.97998046875,,0,0,0,0,0,1761925117553871
n-body,cs,Release,external,33,19727965458,246.47930908203125,28.1673583984375,,10.98272705078125,,0,0,0,0,0,1761925137407130
n-body,cs,Release,external,34,19725611384,246.69598388671875,28.38519287109375,,10.9970703125,,0,0,0,0,0,1761925157257859
n-body,cs,Release,external,35,19725139562,246.46649169921875,28.17584228515625,,10.98193359375,,0,0,0,0,0,1761925177107915
n-body,cs,Release,external,36,19725023090,246.5137939453125,28.240234375,,10.980712890625,,0,0,0,0,0,1761925196957623
n-body,cs,Release,external,37,19727556379,246.59014892578125,28.2880859375,,10.98309326171875,,0,0,0,0,0,1761925216810647
n-body,cs,Release,external,38,19726260691,246.49090576171875,28.19586181640625,,10.98223876953125,,0,0,0,0,0,1761925236661959
n-body,cs,Release,external,39,19725017888,246.40728759765625,28.12255859375,,10.97991943359375,,0,0,0,0,0,1761925256511612
n-body,cs,Release,external,40,19723757982,246.55303955078125,28.288818359375,,10.97979736328125,,0,0,0,0,0,1761925276360080
n-body,cs,Release,external,41,19725463543,246.410400390625,28.11602783203125,,10.98101806640625,,0,0,0,0,0,1761925296209782
n-body,cs,Release,external,42,19726311122,246.54364013671875,28.2427978515625,,10.98211669921875,,0,0,0,0,0,1761925316060546
n-body,cs,Release,external,43,19725752377,246.57427978515625,28.267822265625,,10.98284912109375,,0,0,0,0,0,1761925335911292
n-body,cs,Release,external,44,19725941964,246.52813720703125,28.24603271484375,,10.980712890625,,0,0,0,0,0,1761925355762458
n-body,cs,Release,external,45,19725903597,246.49176025390625,28.20550537109375,,10.982177734375,,0,0,0,0,0,1761925375613423
n-body,cs,Release,external,46,19726560069,246.5185546875,28.21527099609375,,10.98309326171875,,0,0,0,0,0,1761925395464464
n-body,cs,Release,external,47,19724329362,246.47479248046875,28.217041015625,,10.9798583984375,,0,0,0,0,0,1761925415313789
n-body,cs,Release,external,48,19724814576,246.4683837890625,28.2384033203125,,10.98126220703125,,0,0,0,0,0,1761925435162827
n-body,cs,Release,external,49,19724500874,246.50164794921875,28.23486328125,,10.982177734375,,0,0,0,0,0,1761925455012043
n-body,cs,Release,external,50,19723868922,246.53851318359375,28.30615234375,,10.9822998046875,,0,0,0,0,0,1761925474860111
k-nucleotide,cs,Release,internal,1,5956319670,81.44451904296875,15.53863525390625,,3.951416015625,,0,0,0,0,0,1761925570107244
k-nucleotide,cs,Release,internal,2,4897400772,67.30712890625,13.1181640625,,3.3126220703125,,0,0,0,0,0,1761925575004693
k-nucleotide,cs,Release,internal,3,5208128494,70.93310546875,13.29779052734375,,3.385986328125,,0,0,0,0,0,1761925580212839
k-nucleotide,cs,Release,internal,4,5180626916,70.662841796875,13.339599609375,,3.4320068359375,,0,0,0,0,0,1761925585393454
k-nucleotide,cs,Release,internal,5,5334220105,72.357421875,13.33251953125,,3.42071533203125,,0,0,0,0,0,1761925590727726
k-nucleotide,cs,Release,internal,6,5179978922,70.88409423828125,13.55743408203125,,3.42535400390625,,0,0,0,0,0,1761925595907730
k-nucleotide,cs,Release,internal,7,5365619650,73.0169677734375,13.64630126953125,,3.42791748046875,,0,0,0,0,0,1761925601273369
k-nucleotide,cs,Release,internal,8,4940792820,67.92218017578125,13.2510986328125,,3.3013916015625,,0,0,0,0,0,1761925606214209
k-nucleotide,cs,Release,internal,9,5297697273,72.25885009765625,13.6412353515625,,3.46923828125,,0,0,0,0,0,1761925611511926
k-nucleotide,cs,Release,internal,10,4970902014,68.14569091796875,13.12921142578125,,3.289794921875,,0,0,0,0,0,1761925616482850
k-nucleotide,cs,Release,internal,11,4924653010,67.18853759765625,12.69427490234375,,3.30279541015625,,0,0,0,0,0,1761925621407499
k-nucleotide,cs,Release,internal,12,5299814983,71.78497314453125,13.1246337890625,,3.487548828125,,0,0,0,0,0,1761925626707308
k-nucleotide,cs,Release,internal,13,4932446658,67.3389892578125,12.75701904296875,,3.30609130859375,,0,0,0,0,0,1761925631639842
k-nucleotide,cs,Release,internal,14,5101483779,69.396728515625,12.94512939453125,,3.34063720703125,,0,0,0,0,0,1761925636741346
k-nucleotide,cs,Release,internal,15,5248474931,71.10107421875,13.02618408203125,,3.3984375,,0,0,0,0,0,1761925641989833
k-nucleotide,cs,Release,internal,16,5396073630,72.7991943359375,13.09234619140625,,3.46954345703125,,0,0,0,0,0,1761925647385932
k-nucleotide,cs,Release,internal,17,4774643817,65.4598388671875,12.62506103515625,,3.17547607421875,,0,0,0,0,0,1761925652160569
k-nucleotide,cs,Release,internal,18,5080690606,69.22576904296875,13.01446533203125,,3.32354736328125,,0,0,0,0,0,1761925657241301
k-nucleotide,cs,Release,internal,19,4871233489,66.6549072265625,12.75799560546875,,3.2840576171875,,0,0,0,0,0,1761925662112529
k-nucleotide,cs,Release,internal,20,4883865879,66.8096923828125,12.7615966796875,,3.24090576171875,,0,0,0,0,0,1761925666996417
k-nucleotide,cs,Release,internal,21,4920941383,67.26007080078125,12.81536865234375,,3.27325439453125,,0,0,0,0,0,1761925671917368
k-nucleotide,cs,Release,internal,22,5052289635,68.8199462890625,12.91168212890625,,3.396728515625,,0,0,0,0,0,1761925676969712
k-nucleotide,cs,Release,internal,23,5133470557,69.6260986328125,12.82073974609375,,3.2369384765625,,0,0,0,0,0,1761925682103195
k-nucleotide,cs,Release,internal,24,4932428328,67.41943359375,12.8271484375,,3.2926025390625,,0,0,0,0,0,1761925687035649
k-nucleotide,cs,Release,internal,25,5281622594,71.6085205078125,13.15423583984375,,3.45330810546875,,0,0,0,0,0,1761925692317293
k-nucleotide,cs,Release,internal,26,5095623266,69.1717529296875,12.78094482421875,,3.344482421875,,0,0,0,0,0,1761925697412929
k-nucleotide,cs,Release,internal,27,5677757963,76.3006591796875,13.46319580078125,,3.56854248046875,,0,0,0,0,0,1761925703090705
k-nucleotide,cs,Release,internal,28,4765832097,65.259521484375,12.51361083984375,,3.1978759765625,,0,0,0,0,0,1761925707856539
k-nucleotide,cs,Release,internal,29,4912828291,67.049072265625,12.68182373046875,,3.21551513671875,,0,0,0,0,0,1761925712769379
k-nucleotide,cs,Release,internal,30,5091151390,69.3895263671875,13.04742431640625,,3.36370849609375,,0,0,0,0,0,1761925717860555
k-nucleotide,cs,Release,internal,31,4927616630,67.35675048828125,12.83795166015625,,3.26947021484375,,0,0,0,0,0,1761925722788210
k-nucleotide,cs,Release,internal,32,5010336928,68.1904296875,12.74212646484375,,3.29931640625,,0,0,0,0,0,1761925727798541
k-nucleotide,cs,Release,internal,33,5335618116,72.25543212890625,13.20123291015625,,3.40960693359375,,0,0,0,0,0,1761925733134206
k-nucleotide,cs,Release,internal,34,5195172751,70.47381591796875,12.97784423828125,,3.35595703125,,0,0,0,0,0,1761925738329377
k-nucleotide,cs,Release,internal,35,5214372505,70.6912841796875,12.9891357421875,,3.443603515625,,0,0,0,0,0,1761925743543795
k-nucleotide,cs,Release,internal,36,4908403751,66.99212646484375,12.67572021484375,,3.2393798828125,,0,0,0,0,0,1761925748452215
k-nucleotide,cs,Release,internal,37,5006648742,68.2745361328125,12.8603515625,,3.29583740234375,,0,0,0,0,0,1761925753458881
k-nucleotide,cs,Release,internal,38,5280691147,71.52606201171875,13.0814208984375,,3.436767578125,,0,0,0,0,0,1761925758739566
k-nucleotide,cs,Release,internal,39,4949126028,67.5958251953125,12.82122802734375,,3.29534912109375,,0,0,0,0,0,1761925763688738
k-nucleotide,cs,Release,internal,40,4815290495,65.916015625,12.62835693359375,,3.1815185546875,,0,0,0,0,0,1761925768504044
k-nucleotide,cs,Release,internal,41,4773392100,65.322021484375,12.4942626953125,,3.16107177734375,,0,0,0,0,0,1761925773277427
k-nucleotide,cs,Release,internal,42,5406211728,72.985595703125,13.15972900390625,,3.4830322265625,,0,0,0,0,0,1761925778683692
k-nucleotide,cs,Release,internal,43,5634706229,75.79522705078125,13.44287109375,,3.48944091796875,,0,0,0,0,0,1761925784318387
k-nucleotide,cs,Release,internal,44,5112481712,69.462890625,12.885986328125,,3.3092041015625,,0,0,0,0,0,1761925789430913
k-nucleotide,cs,Release,internal,45,5242991066,71.0322265625,13.01727294921875,,3.3934326171875,,0,0,0,0,0,1761925794673924
k-nucleotide,cs,Release,internal,46,4918501279,67.11651611328125,12.68792724609375,,3.25909423828125,,0,0,0,0,0,1761925799592416
k-nucleotide,cs,Release,internal,47,5189546941,70.34552001953125,12.9271240234375,,3.331298828125,,0,0,0,0,0,1761925804782012
k-nucleotide,cs,Release,internal,48,4874145049,66.5831298828125,12.65203857421875,,3.2325439453125,,0,0,0,0,0,1761925809656175
k-nucleotide,cs,Release,internal,49,4995119567,68.09368896484375,12.81683349609375,,3.316162109375,,0,0,0,0,0,1761925814651312
k-nucleotide,cs,Release,internal,50,5331873848,72.0294189453125,13.02008056640625,,3.42401123046875,,0,0,0,0,0,1761925819983208
k-nucleotide,cs,Release,external,1,6795771401,94.65740966796875,19.4471435546875,,4.767333984375,,0,0,0,0,0,1761925894352694
k-nucleotide,cs,Release,external,2,6382705842,89.3231201171875,18.684814453125,,4.612548828125,,0,0,0,0,0,1761925900978380
k-nucleotide,cs,Release,external,3,5383969367,73.74114990234375,14.16387939453125,,3.50396728515625,,0,0,0,0,0,1761925906605670
k-nucleotide,cs,Release,external,4,5372001798,73.68914794921875,14.2410888671875,,3.5823974609375,,0,0,0,0,0,1761925912219506
k-nucleotide,cs,Release,external,5,5808984899,79.09283447265625,14.80828857421875,,3.73004150390625,,0,0,0,0,0,1761925918270680
k-nucleotide,cs,Release,external,6,5760285497,78.4144287109375,14.6748046875,,3.66278076171875,,0,0,0,0,0,1761925924272744
k-nucleotide,cs,Release,external,7,5768064516,78.52862548828125,14.71221923828125,,3.72698974609375,,0,0,0,0,0,1761925930283842
k-nucleotide,cs,Release,external,8,5450136519,74.66644287109375,14.359375,,3.59539794921875,,0,0,0,0,0,1761925935975993
k-nucleotide,cs,Release,external,9,6147761198,83.2464599609375,15.21221923828125,,3.8294677734375,,0,0,0,0,0,1761925942365424
k-nucleotide,cs,Release,external,10,5743682817,78.126220703125,14.572998046875,,3.68365478515625,,0,0,0,0,0,1761925948352689
k-nucleotide,cs,Release,external,11,5786085774,78.54180908203125,14.5135498046875,,3.71917724609375,,0,0,0,0,0,1761925954381860
k-nucleotide,cs,Release,external,12,5711637463,77.6822509765625,14.4766845703125,,3.67095947265625,,0,0,0,0,0,1761925960335260
k-nucleotide,cs,Release,external,13,5452248166,74.76177978515625,14.42803955078125,,3.56121826171875,,0,0,0,0,0,1761925966029866
k-nucleotide,cs,Release,external,14,5467316472,74.7001953125,14.19384765625,,3.61334228515625,,0,0,0,0,0,1761925971740533
k-nucleotide,cs,Release,external,15,5655636633,77.2781982421875,14.68206787109375,,3.6605224609375,,0,0,0,0,0,1761925977637446
k-nucleotide,cs,Release,external,16,5356237958,73.35107421875,14.079833984375,,3.51947021484375,,0,0,0,0,0,1761925983236929
k-nucleotide,cs,Release,external,17,5699324829,77.76739501953125,14.69598388671875,,3.6768798828125,,0,0,0,0,0,1761925989177256
k-nucleotide,cs,Release,external,18,5802198609,78.72503662109375,14.5228271484375,,3.69964599609375,,0,0,0,0,0,1761925995220412
k-nucleotide,cs,Release,external,19,5695097384,77.4024658203125,14.38214111328125,,3.64947509765625,,0,0,0,0,0,1761926001158378
k-nucleotide,cs,Release,external,20,5549924834,75.74737548828125,14.33270263671875,,3.6607666015625,,0,0,0,0,0,1761926006951527
k-nucleotide,cs,Release,external,21,5647220858,77.1669921875,14.67645263671875,,3.6685791015625,,0,0,0,0,0,1761926012840586
k-nucleotide,cs,Release,external,22,5750900179,77.9400634765625,14.2958984375,,3.6884765625,,0,0,0,0,0,1761926018834826
k-nucleotide,cs,Release,external,23,5334686597,72.949951171875,13.92010498046875,,3.4869384765625,,0,0,0,0,0,1761926024413004
k-nucleotide,cs,Release,external,24,5585169364,76.1361083984375,14.32684326171875,,3.60333251953125,,0,0,0,0,0,1761926030240256
k-nucleotide,cs,Release,external,25,5714145824,77.50347900390625,14.27490234375,,3.65771484375,,0,0,0,0,0,1761926036195914
k-nucleotide,cs,Release,external,26,5824837561,78.8447265625,14.3826904296875,,3.7060546875,,0,0,0,0,0,1761926042263507
k-nucleotide,cs,Release,external,27,5810317155,78.63092041015625,14.33782958984375,,3.69049072265625,,0,0,0,0,0,1761926048317088
k-nucleotide,cs,Release,external,28,6007949177,80.94818115234375,14.47113037109375,,3.71954345703125,,0,0,0,0,0,1761926054568541
k-nucleotide,cs,Release,external,29,5897639644,80.172119140625,14.90252685546875,,3.75177001953125,,0,0,0,0,0,1761926060707256
k-nucleotide,cs,Release,external,30,5486597584,74.98443603515625,14.2618408203125,,3.612060546875,,0,0,0,0,0,1761926066436689
k-nucleotide,cs,Release,external,31,5336563369,73.1485595703125,14.08734130859375,,3.53662109375,,0,0,0,0,0,1761926072016336
k-nucleotide,cs,Release,external,32,5927995016,80.52239990234375,14.923095703125,,3.7442626953125,,0,0,0,0,0,1761926078187002
k-nucleotide,cs,Release,external,33,5575534819,75.9632568359375,14.26739501953125,,3.59613037109375,,0,0,0,0,0,1761926084003443
k-nucleotide,cs,Release,external,34,5892228557,80.08624267578125,14.881103515625,,3.78070068359375,,0,0,0,0,0,1761926090137077
k-nucleotide,cs,Release,external,35,5544110838,75.63885498046875,14.2861328125,,3.57293701171875,,0,0,0,0,0,1761926095923647
k-nucleotide,cs,Release,external,36,5701687382,77.69696044921875,14.5975341796875,,3.71063232421875,,0,0,0,0,0,1761926101868926
k-nucleotide,cs,Release,external,37,5637240355,76.6510009765625,14.273193359375,,3.604248046875,,0,0,0,0,0,1761926107749930
k-nucleotide,cs,Release,external,38,5825849695,79.32293701171875,14.864013671875,,3.73712158203125,,0,0,0,0,0,1761926113817698
k-nucleotide,cs,Release,external,39,5467906220,74.6552734375,14.1409912109375,,3.55255126953125,,0,0,0,0,0,1761926119528494
k-nucleotide,cs,Release,external,40,5499352368,75.00042724609375,14.14190673828125,,3.54791259765625,,0,0,0,0,0,1761926125268577
k-nucleotide,cs,Release,external,41,6082065441,81.9713134765625,14.66448974609375,,3.775146484375,,0,0,0,0,0,1761926131591997
k-nucleotide,cs,Release,external,42,5613596605,76.515625,14.388671875,,3.63946533203125,,0,0,0,0,0,1761926137448416
k-nucleotide,cs,Release,external,43,5406984955,73.994384765625,14.17230224609375,,3.5179443359375,,0,0,0,0,0,1761926143098917
k-nucleotide,cs,Release,external,44,5517833230,75.249755859375,14.1959228515625,,3.57476806640625,,0,0,0,0,0,1761926148859498
k-nucleotide,cs,Release,external,45,5700441251,77.4781494140625,14.388916015625,,3.64593505859375,,0,0,0,0,0,1761926154801499
k-nucleotide,cs,Release,external,46,5389620665,73.7222900390625,14.0699462890625,,3.55352783203125,,0,0,0,0,0,1761926160433081
k-nucleotide,cs,Release,external,47,5593316625,76.23223876953125,14.33892822265625,,3.62469482421875,,0,0,0,0,0,1761926166270007
k-nucleotide,cs,Release,external,48,6102961667,82.54290771484375,15.01361083984375,,3.79425048828125,,0,0,0,0,0,1761926172615461
k-nucleotide,cs,Release,external,49,5826087716,79.005859375,14.53253173828125,,3.67144775390625,,0,0,0,0,0,1761926178684941
k-nucleotide,cs,Release,external,50,5370722501,73.6253662109375,14.20172119140625,,3.5281982421875,,0,0,0,0,0,1761926184297341
fannkuch-redux,cs,server,internal,1,36704704428,509.462890625,103.28662109375,,20.518310546875,,0,0,0,0,0,1761926288709089
