scenario,language,test,mode,iteration,time,pkg,cores,gpu,dram,psys,cycles,l1d_misses,l1i_misses,llc_misses,branch_misses,ended
regex-redux,cpp,O3,internal,48,8038661172,106.5084228515625,17.48980712890625,,5.1666259765625,,0,0,0,0,0,1761912719709710
regex-redux,cpp,O3,internal,49,8062790460,106.73443603515625,17.45904541015625,,5.193603515625,,0,0,0,0,0,1761912727772492
regex-redux,cpp,O3,internal,50,8219061188,108.56085205078125,17.5491943359375,,5.2618408203125,,0,0,0,0,0,1761912735991576
regex-redux,cpp,O3,external,1,8192652008,108.37353515625,17.6505126953125,,5.24365234375,,0,0,0,0,0,1761912812066578
regex-redux,cpp,O3,external,2,7999045032,105.90631103515625,17.33258056640625,,5.1512451171875,,0,0,0,0,0,1761912820073281
regex-redux,cpp,O3,external,3,7804344322,103.638916015625,17.217041015625,,5.03155517578125,,0,0,0,0,0,1761912827885039
regex-redux,cpp,O3,external,4,8151986984,107.66558837890625,17.39794921875,,5.22052001953125,,0,0,0,0,0,1761912836044500
regex-redux,cpp,O3,external,5,7800514217,103.63629150390625,17.260498046875,,5.0191650390625,,0,0,0,0,0,1761912843852412
regex-redux,cpp,O3,external,6,7869384256,104.48248291015625,17.33465576171875,,5.08477783203125,,0,0,0,0,0,1761912851729511
regex-redux,cpp,O3,external,7,7948997944,105.56219482421875,17.53668212890625,,5.11676025390625,,0,0,0,0,0,1761912859685844
regex-redux,cpp,O3,external,8,8211613107,108.4344482421875,17.5128173828125,,5.264892578125,,0,0,0,0,0,1761912867904923
regex-redux,cpp,O3,external,9,7905582504,104.917236328125,17.36749267578125,,5.081298828125,,0,0,0,0,0,1761912875817957
regex-redux,cpp,O3,external,10,8037315520,106.52197265625,17.5235595703125,,5.16741943359375,,0,0,0,0,0,1761912883862847
regex-redux,cpp,O3,external,11,8006691113,105.98345947265625,17.31512451171875,,5.16357421875,,0,0,0,0,0,1761912891876998
regex-redux,cpp,O3,external,12,8208430159,108.6678466796875,17.7752685546875,,5.26654052734375,,0,0,0,0,0,1761912900092959
regex-redux,cpp,O3,external,13,7691332330,102.4088134765625,17.22296142578125,,4.94512939453125,,0,0,0,0,0,1761912907791865
regex-redux,cpp,O3,external,14,7931610566,105.0284423828125,17.19281005859375,,5.1053466796875,,0,0,0,0,0,1761912915730924
regex-redux,cpp,O3,external,15,8191454435,108.2584228515625,17.5576171875,,5.271484375,,0,0,0,0,0,1761912923929830
regex-redux,cpp,O3,external,16,8157325260,107.70037841796875,17.3714599609375,,5.23846435546875,,0,0,0,0,0,1761912932094616
regex-redux,cpp,O3,external,17,7844953316,104.110107421875,17.237548828125,,5.05792236328125,,0,0,0,0,0,1761912939947111
regex-redux,cpp,O3,external,18,7934355944,105.0972900390625,17.24200439453125,,5.110595703125,,0,0,0,0,0,1761912947888958
regex-redux,cpp,O3,external,19,8103232125,107.02740478515625,17.29876708984375,,5.20709228515625,,0,0,0,0,0,1761912955999682
regex-redux,cpp,O3,external,20,7930850450,105.2767333984375,17.4500732421875,,5.11773681640625,,0,0,0,0,0,1761912963938003
regex-redux,cpp,O3,external,21,7792495770,103.36688232421875,17.07489013671875,,5.0263671875,,0,0,0,0,0,1761912971737874
regex-redux,cpp,O3,external,22,8106850846,107.2852783203125,17.52471923828125,,5.19244384765625,,0,0,0,0,0,1761912979852361
regex-redux,cpp,O3,external,23,7761363903,103.213134765625,17.25640869140625,,5.0157470703125,,0,0,0,0,0,1761912987621294
regex-redux,cpp,O3,external,24,7880689470,104.60968017578125,17.348388671875,,5.08013916015625,,0,0,0,0,0,1761912995509428
regex-redux,cpp,O3,external,25,8076016353,107.04644775390625,17.61865234375,,5.17266845703125,,0,0,0,0,0,1761913003593011
regex-redux,cpp,O3,external,26,7724497490,103.1207275390625,17.5687255859375,,4.988037109375,,0,0,0,0,0,1761913011324955
regex-redux,cpp,O3,external,27,8044177263,106.62481689453125,17.54730224609375,,5.17138671875,,0,0,0,0,0,1761913019376612
regex-redux,cpp,O3,external,28,8267839156,109.25213623046875,17.6932373046875,,5.29522705078125,,0,0,0,0,0,1761913027651991
regex-redux,cpp,O3,external,29,8052777638,106.683349609375,17.50537109375,,5.1702880859375,,0,0,0,0,0,1761913035712362
regex-redux,cpp,O3,external,30,8012694712,106.25250244140625,17.534423828125,,5.1737060546875,,0,0,0,0,0,1761913043732595
regex-redux,cpp,O3,external,31,8183263241,108.08636474609375,17.45941162109375,,5.24658203125,,0,0,0,0,0,1761913051923341
regex-redux,cpp,O3,external,32,7756578907,103.22235107421875,17.31805419921875,,5.0023193359375,,0,0,0,0,0,1761913059687257
regex-redux,cpp,O3,external,33,7807913080,103.6568603515625,17.195556640625,,5.04046630859375,,0,0,0,0,0,1761913067502683
regex-redux,cpp,O3,external,34,8337763599,109.9044189453125,17.58038330078125,,5.32977294921875,,0,0,0,0,0,1761913075847910
regex-redux,cpp,O3,external,35,7898372105,104.76055908203125,17.3082275390625,,5.07769775390625,,0,0,0,0,0,1761913083753829
regex-redux,cpp,O3,external,36,8079239887,106.80523681640625,17.3494873046875,,5.1929931640625,,0,0,0,0,0,1761913091840445
regex-redux,cpp,O3,external,37,8168433416,107.91790771484375,17.46539306640625,,5.24078369140625,,0,0,0,0,0,1761913100016497
regex-redux,cpp,O3,external,38,8154933806,107.92913818359375,17.62750244140625,,5.223876953125,,0,0,0,0,0,1761913108179008
regex-redux,cpp,O3,external,39,7862550144,104.43035888671875,17.3717041015625,,5.07879638671875,,0,0,0,0,0,1761913116049005
regex-redux,cpp,O3,external,40,7938047148,105.18316650390625,17.2786865234375,,5.118408203125,,0,0,0,0,0,1761913123994477
regex-redux,cpp,O3,external,41,7757788586,103.15545654296875,17.24407958984375,,5.013427734375,,0,0,0,0,0,1761913131759541
regex-redux,cpp,O3,external,42,8057467345,106.71490478515625,17.49212646484375,,5.17608642578125,,0,0,0,0,0,1761913139824510
regex-redux,cpp,O3,external,43,7944787153,105.2703857421875,17.2838134765625,,5.103759765625,,0,0,0,0,0,1761913147776796
regex-redux,cpp,O3,external,44,7889854513,104.6318359375,17.26287841796875,,5.10357666015625,,0,0,0,0,0,1761913155674162
regex-redux,cpp,O3,external,45,7783160323,103.3328857421875,17.14306640625,,5.03302001953125,,0,0,0,0,0,1761913163464693
regex-redux,cpp,O3,external,46,8235308448,108.65283203125,17.46185302734375,,5.27630615234375,,0,0,0,0,0,1761913171707510
regex-redux,cpp,O3,external,47,8214880155,108.4593505859375,17.48919677734375,,5.27203369140625,,0,0,0,0,0,1761913179929956
regex-redux,cpp,O3,external,48,7308234972,97.65911865234375,16.72442626953125,,4.7567138671875,,0,0,0,0,0,1761913187245690
regex-redux,cpp,O3,external,49,7784448780,103.4735107421875,17.26947021484375,,5.01947021484375,,0,0,0,0,0,1761913195037509
regex-redux,cpp,O3,external,50,7681723468,102.39703369140625,17.32440185546875,,4.96685791015625,,0,0,0,0,0,1761913202726794
k-nucleotide,cpp,O3,internal,1,4021149791,53.598388671875,9.089599609375,,2.81317138671875,,0,0,0,0,0,1761913287533248
k-nucleotide,cpp,O3,internal,2,3796870526,50.8648681640625,8.8345947265625,,2.713134765625,,0,0,0,0,0,1761913291330163
k-nucleotide,cpp,O3,internal,3,3871296070,51.6790771484375,8.831787109375,,2.74383544921875,,0,0,0,0,0,1761913295201445
k-nucleotide,cpp,O3,internal,4,3695061698,49.53802490234375,8.6395263671875,,2.6258544921875,,0,0,0,0,0,1761913298896530
k-nucleotide,cpp,O3,internal,5,3694681588,49.682373046875,8.78594970703125,,2.62396240234375,,0,0,0,0,0,1761913302591259
k-nucleotide,cpp,O3,internal,6,3722131712,50.06585693359375,8.8642578125,,2.6851806640625,,0,0,0,0,0,1761913306313378
k-nucleotide,cpp,O3,internal,7,3772855203,50.653564453125,8.8870849609375,,2.69781494140625,,0,0,0,0,0,1761913310086281
k-nucleotide,cpp,O3,internal,8,3683158323,49.53009033203125,8.779541015625,,2.6175537109375,,0,0,0,0,0,1761913313769428
k-nucleotide,cpp,O3,internal,9,3683004200,49.53045654296875,8.762451171875,,2.63336181640625,,0,0,0,0,0,1761913317452457
k-nucleotide,cpp,O3,internal,10,3830409759,51.20654296875,8.813232421875,,2.7139892578125,,0,0,0,0,0,1761913321282914
k-nucleotide,cpp,O3,internal,11,3757112701,50.295654296875,8.70928955078125,,2.66455078125,,0,0,0,0,0,1761913325040047
k-nucleotide,cpp,O3,internal,12,3729687691,50.0167236328125,8.73046875,,2.65673828125,,0,0,0,0,0,1761913328769744
k-nucleotide,cpp,O3,internal,13,3799178094,50.94775390625,8.89825439453125,,2.70758056640625,,0,0,0,0,0,1761913332568945
k-nucleotide,cpp,O3,internal,14,3753289788,50.391357421875,8.84002685546875,,2.6724853515625,,0,0,0,0,0,1761913336322260
k-nucleotide,cpp,O3,internal,15,3672555215,49.33087158203125,8.68939208984375,,2.610107421875,,0,0,0,0,0,1761913339994844
k-nucleotide,cpp,O3,internal,16,3803635647,50.9110107421875,8.8173828125,,2.6810302734375,,0,0,0,0,0,1761913343798452
k-nucleotide,cpp,O3,internal,17,3769524088,50.49749755859375,8.78125,,2.6929931640625,,0,0,0,0,0,1761913347568029
k-nucleotide,cpp,O3,internal,18,3775647861,50.613037109375,8.8154296875,,2.67626953125,,0,0,0,0,0,1761913351343697
k-nucleotide,cpp,O3,internal,19,3747062706,50.21661376953125,8.74395751953125,,2.64996337890625,,0,0,0,0,0,1761913355090787
k-nucleotide,cpp,O3,internal,20,3744763523,50.2879638671875,8.84698486328125,,2.67822265625,,0,0,0,0,0,1761913358835544
k-nucleotide,cpp,O3,internal,21,3740433127,50.082763671875,8.6839599609375,,2.67181396484375,,0,0,0,0,0,1761913362576011
k-nucleotide,cpp,O3,internal,22,3774130861,50.54840087890625,8.77545166015625,,2.6693115234375,,0,0,0,0,0,1761913366350170
k-nucleotide,cpp,O3,internal,23,3666290555,49.311767578125,8.737060546875,,2.60870361328125,,0,0,0,0,0,1761913370016460
k-nucleotide,cpp,O3,internal,24,3718241148,49.87005615234375,8.71875,,2.63995361328125,,0,0,0,0,0,1761913373734741
k-nucleotide,cpp,O3,internal,25,3805339850,50.9853515625,8.86810302734375,,2.68603515625,,0,0,0,0,0,1761913377540097
k-nucleotide,cpp,O3,internal,26,3664228717,49.395263671875,8.83575439453125,,2.63623046875,,0,0,0,0,0,1761913381204348
k-nucleotide,cpp,O3,internal,27,3648964208,49.11029052734375,8.72314453125,,2.6051025390625,,0,0,0,0,0,1761913384853337
k-nucleotide,cpp,O3,internal,28,3812999252,51.17987060546875,8.9761962890625,,2.68621826171875,,0,0,0,0,0,1761913388666341
k-nucleotide,cpp,O3,internal,29,3651724140,49.27813720703125,8.8507080078125,,2.6417236328125,,0,0,0,0,0,1761913392318113
k-nucleotide,cpp,O3,internal,30,3681549312,49.38690185546875,8.6314697265625,,2.632568359375,,0,0,0,0,0,1761913395999687
k-nucleotide,cpp,O3,internal,31,3629911530,49.0054931640625,8.825439453125,,2.583251953125,,0,0,0,0,0,1761913399629590
k-nucleotide,cpp,O3,internal,32,3698563884,49.67681884765625,8.73406982421875,,2.64910888671875,,0,0,0,0,0,1761913403328194
k-nucleotide,cpp,O3,internal,33,3774644612,50.64349365234375,8.86932373046875,,2.68756103515625,,0,0,0,0,0,1761913407102862
k-nucleotide,cpp,O3,internal,34,3826452764,51.23468017578125,8.88531494140625,,2.70111083984375,,0,0,0,0,0,1761913410929331
k-nucleotide,cpp,O3,internal,35,3668405326,49.358154296875,8.75677490234375,,2.609375,,0,0,0,0,0,1761913414597753
k-nucleotide,cpp,O3,internal,36,3823783163,51.23162841796875,8.90362548828125,,2.72161865234375,,0,0,0,0,0,1761913418421546
k-nucleotide,cpp,O3,internal,37,3714285493,49.90423583984375,8.7890625,,2.66290283203125,,0,0,0,0,0,1761913422135862
k-nucleotide,cpp,O3,internal,38,3810211895,51.0693359375,8.897216796875,,2.68902587890625,,0,0,0,0,0,1761913425946089
k-nucleotide,cpp,O3,internal,39,3769667211,50.57421875,8.84466552734375,,2.66473388671875,,0,0,0,0,0,1761913429715780
k-nucleotide,cpp,O3,internal,40,3718481240,49.974609375,8.8193359375,,2.66265869140625,,0,0,0,0,0,1761913433434284
k-nucleotide,cpp,O3,internal,41,3704794245,49.81842041015625,8.81939697265625,,2.6470947265625,,0,0,0,0,0,1761913437139097
k-nucleotide,cpp,O3,internal,42,3692479291,49.6473388671875,8.784423828125,,2.651611328125,,0,0,0,0,0,1761913440831581
k-nucleotide,cpp,O3,internal,43,3688860887,49.55560302734375,8.73406982421875,,2.61810302734375,,0,0,0,0,0,1761913444520446
k-nucleotide,cpp,O3,internal,44,3753712475,50.29974365234375,8.75604248046875,,2.6739501953125,,0,0,0,0,0,1761913448274197
k-nucleotide,cpp,O3,internal,45,3777424775,50.64630126953125,8.841796875,,2.68798828125,,0,0,0,0,0,1761913452051648
k-nucleotide,cpp,O3,internal,46,3691592744,49.51226806640625,8.64971923828125,,2.61541748046875,,0,0,0,0,0,1761913455743255
k-nucleotide,cpp,O3,internal,47,3725516955,50.232421875,9.00286865234375,,2.68035888671875,,0,0,0,0,0,1761913459468790
k-nucleotide,cpp,O3,internal,48,3833351889,51.47393798828125,9.04638671875,,2.70965576171875,,0,0,0,0,0,1761913463302171
k-nucleotide,cpp,O3,internal,49,3800696536,50.9241943359375,8.86419677734375,,2.70050048828125,,0,0,0,0,0,1761913467102874
k-nucleotide,cpp,O3,internal,50,3651790395,49.16455078125,8.73944091796875,,2.60186767578125,,0,0,0,0,0,1761913470754691
k-nucleotide,cpp,O3,external,1,4103805032,54.60601806640625,9.18878173828125,,2.89111328125,,0,0,0,0,0,1761913543272592
k-nucleotide,cpp,O3,external,2,3876944922,51.90643310546875,8.99017333984375,,2.7545166015625,,0,0,0,0,0,1761913547165864
k-nucleotide,cpp,O3,external,3,3822791494,51.3594970703125,9.0521240234375,,2.73529052734375,,0,0,0,0,0,1761913551005166
k-nucleotide,cpp,O3,external,4,3944580544,52.87347412109375,9.217529296875,,2.80767822265625,,0,0,0,0,0,1761913554966029
k-nucleotide,cpp,O3,external,5,3794671378,51.05499267578125,9.04193115234375,,2.72723388671875,,0,0,0,0,0,1761913558777191
k-nucleotide,cpp,O3,external,6,3981994157,53.18634033203125,9.122802734375,,2.7823486328125,,0,0,0,0,0,1761913562775423
k-nucleotide,cpp,O3,external,7,3840635502,51.47265625,8.9544677734375,,2.73809814453125,,0,0,0,0,0,1761913566632536
k-nucleotide,cpp,O3,external,8,3932100698,52.62359619140625,9.0972900390625,,2.8011474609375,,0,0,0,0,0,1761913570581196
k-nucleotide,cpp,O3,external,9,3946963272,52.83038330078125,9.13055419921875,,2.88604736328125,,0,0,0,0,0,1761913574544653
k-nucleotide,cpp,O3,external,10,3870245870,51.74456787109375,8.9034423828125,,2.780517578125,,0,0,0,0,0,1761913578431167
k-nucleotide,cpp,O3,external,11,3927706555,52.38299560546875,8.91217041015625,,2.79998779296875,,0,0,0,0,0,1761913582375446
k-nucleotide,cpp,O3,external,12,3844773153,51.439453125,8.876708984375,,2.7498779296875,,0,0,0,0,0,1761913586236689
k-nucleotide,cpp,O3,external,13,3810463224,51.0789794921875,8.90472412109375,,2.694091796875,,0,0,0,0,0,1761913590063506
k-nucleotide,cpp,O3,external,14,3902158839,52.12353515625,8.92742919921875,,2.81640625,,0,0,0,0,0,1761913593982362
k-nucleotide,cpp,O3,external,15,3892834497,51.973876953125,8.88226318359375,,2.76531982421875,,0,0,0,0,0,1761913597891831
k-nucleotide,cpp,O3,external,16,3941501278,52.5794677734375,8.95635986328125,,2.794921875,,0,0,0,0,0,1761913601849964
k-nucleotide,cpp,O3,external,17,3940167064,52.59576416015625,8.98077392578125,,2.793212890625,,0,0,0,0,0,1761913605806615
k-nucleotide,cpp,O3,external,18,3953469905,52.80633544921875,9.04473876953125,,2.82452392578125,,0,0,0,0,0,1761913609776507
k-nucleotide,cpp,O3,external,19,3950032616,52.7633056640625,9.0372314453125,,2.8087158203125,,0,0,0,0,0,1761913613742947
k-nucleotide,cpp,O3,external,20,3794101163,50.97784423828125,8.97918701171875,,2.70098876953125,,0,0,0,0,0,1761913617553779
k-nucleotide,cpp,O3,external,21,3968660371,53.02667236328125,9.11077880859375,,2.77020263671875,,0,0,0,0,0,1761913621538963
k-nucleotide,cpp,O3,external,22,3949227974,52.85430908203125,9.137451171875,,2.85296630859375,,0,0,0,0,0,1761913625504763
k-nucleotide,cpp,O3,external,23,3882877458,51.99053955078125,9.00640869140625,,2.7662353515625,,0,0,0,0,0,1761913629404255
k-nucleotide,cpp,O3,external,24,3941580726,52.79852294921875,9.17681884765625,,2.78497314453125,,0,0,0,0,0,1761913633362110
k-nucleotide,cpp,O3,external,25,3915744790,52.35137939453125,9.017578125,,2.747314453125,,0,0,0,0,0,1761913637294125
k-nucleotide,cpp,O3,external,26,3927913668,52.47943115234375,9.0015869140625,,2.7247314453125,,0,0,0,0,0,1761913641238336
k-nucleotide,cpp,O3,external,27,3792608226,50.7884521484375,8.80694580078125,,2.7352294921875,,0,0,0,0,0,1761913645047428
k-nucleotide,cpp,O3,external,28,3935368481,52.573974609375,9.01324462890625,,2.78045654296875,,0,0,0,0,0,1761913648999207
k-nucleotide,cpp,O3,external,29,3933114498,52.52911376953125,8.9962158203125,,2.76812744140625,,0,0,0,0,0,1761913652948619
k-nucleotide,cpp,O3,external,30,3816548179,51.0799560546875,8.8446044921875,,2.70904541015625,,0,0,0,0,0,1761913656781614
k-nucleotide,cpp,O3,external,31,4014585591,53.452392578125,9.02374267578125,,2.807373046875,,0,0,0,0,0,1761913660812416
k-nucleotide,cpp,O3,external,32,3836255733,51.2679443359375,8.8045654296875,,2.7337646484375,,0,0,0,0,0,1761913664664862
k-nucleotide,cpp,O3,external,33,3756750824,50.4024658203125,8.82763671875,,2.6710205078125,,0,0,0,0,0,1761913668438197
k-nucleotide,cpp,O3,external,34,3966835946,52.92852783203125,9.01629638671875,,2.7587890625,,0,0,0,0,0,1761913672421338
k-nucleotide,cpp,O3,external,35,3894397732,52.11212158203125,9.010498046875,,2.71551513671875,,0,0,0,0,0,1761913676331842
k-nucleotide,cpp,O3,external,36,3890190445,52.12237548828125,9.0736083984375,,2.73089599609375,,0,0,0,0,0,1761913680238615
k-nucleotide,cpp,O3,external,37,3878535826,51.9556884765625,9.01019287109375,,2.77392578125,,0,0,0,0,0,1761913684133596
k-nucleotide,cpp,O3,external,38,3877775910,51.94891357421875,9.0146484375,,2.79388427734375,,0,0,0,0,0,1761913688027530
k-nucleotide,cpp,O3,external,39,3856130184,51.7288818359375,9.04290771484375,,2.76092529296875,,0,0,0,0,0,1761913691900209
k-nucleotide,cpp,O3,external,40,3828117256,51.37158203125,8.9964599609375,,2.7135009765625,,0,0,0,0,0,1761913695744552
k-nucleotide,cpp,O3,external,41,3927440728,52.62139892578125,9.145751953125,,2.80487060546875,,0,0,0,0,0,1761913699688354
k-nucleotide,cpp,O3,external,42,4002353225,53.43035888671875,9.1353759765625,,2.763671875,,0,0,0,0,0,1761913703707194
k-nucleotide,cpp,O3,external,43,3927720968,52.63800048828125,9.15423583984375,,2.7696533203125,,0,0,0,0,0,1761913707651256
k-nucleotide,cpp,O3,external,44,3938959090,52.81353759765625,9.21337890625,,2.761474609375,,0,0,0,0,0,1761913711606464
k-nucleotide,cpp,O3,external,45,3904543189,52.24090576171875,9.019287109375,,2.72686767578125,,0,0,0,0,0,1761913715527616
k-nucleotide,cpp,O3,external,46,3808223746,51.27069091796875,9.11175537109375,,2.7564697265625,,0,0,0,0,0,1761913719352346
k-nucleotide,cpp,O3,external,47,3888826270,52.0191650390625,8.9775390625,,2.78924560546875,,0,0,0,0,0,1761913723257740
k-nucleotide,cpp,O3,external,48,3942233939,52.7220458984375,9.0902099609375,,2.751220703125,,0,0,0,0,0,1761913727216682
k-nucleotide,cpp,O3,external,49,3966448804,52.92254638671875,9.0240478515625,,2.7835693359375,,0,0,0,0,0,1761913731199340
k-nucleotide,cpp,O3,external,50,3996609851,53.31304931640625,9.075927734375,,2.84259033203125,,0,0,0,0,0,1761913735212216
pidigits,cpp,O3,internal,1,2721791724,34.05731201171875,3.94854736328125,,1.51776123046875,,0,0,0,0,0,1761913801164250
pidigits,cpp,O3,internal,2,2762219034,34.5421142578125,3.9833984375,,1.53948974609375,,0,0,0,0,0,1761913803926492
pidigits,cpp,O3,internal,3,2717367455,33.948486328125,3.88775634765625,,1.51263427734375,,0,0,0,0,0,1761913806643907
pidigits,cpp,O3,internal,4,2712676845,33.924072265625,3.9171142578125,,1.50970458984375,,0,0,0,0,0,1761913809356580
pidigits,cpp,O3,internal,5,2717621881,33.96795654296875,3.9049072265625,,1.51214599609375,,0,0,0,0,0,1761913812074245
pidigits,cpp,O3,internal,6,2718325145,33.9898681640625,3.91412353515625,,1.51263427734375,,0,0,0,0,0,1761913814792575
pidigits,cpp,O3,internal,7,2719940955,34.0418701171875,3.940185546875,,1.51373291015625,,0,0,0,0,0,1761913817512522
pidigits,cpp,O3,internal,8,2719433918,34.0343017578125,3.94482421875,,1.5135498046875,,0,0,0,0,0,1761913820232001
pidigits,cpp,O3,internal,9,2718421157,33.985107421875,3.9136962890625,,1.5120849609375,,0,0,0,0,0,1761913822950418
pidigits,cpp,O3,internal,10,2717456079,34.0374755859375,3.97821044921875,,1.5126953125,,0,0,0,0,0,1761913825667918
pidigits,cpp,O3,internal,11,2717501867,33.99078369140625,3.92919921875,,1.511474609375,,0,0,0,0,0,1761913828385412
pidigits,cpp,O3,internal,12,2719237198,34.09356689453125,4.00628662109375,,1.513916015625,,0,0,0,0,0,1761913831104691
pidigits,cpp,O3,internal,13,2717639508,33.96435546875,3.904296875,,1.5123291015625,,0,0,0,0,0,1761913833822356
pidigits,cpp,O3,internal,14,2717983262,34.03399658203125,3.95965576171875,,1.51361083984375,,0,0,0,0,0,1761913836540354
pidigits,cpp,O3,internal,15,2717310008,33.9696044921875,3.90948486328125,,1.51226806640625,,0,0,0,0,0,1761913839257686
pidigits,cpp,O3,internal,16,2717300356,33.97882080078125,3.91900634765625,,1.51226806640625,,0,0,0,0,0,1761913841975004
pidigits,cpp,O3,internal,17,2718823801,34.024169921875,3.95184326171875,,1.51263427734375,,0,0,0,0,0,1761913844693846
pidigits,cpp,O3,internal,18,2719371895,34.03955078125,3.95269775390625,,1.51318359375,,0,0,0,0,0,1761913847413234
pidigits,cpp,O3,internal,19,2718936964,34.05950927734375,3.97479248046875,,1.51300048828125,,0,0,0,0,0,1761913850132188
pidigits,cpp,O3,internal,20,2720642480,34.0274658203125,3.93023681640625,,1.5133056640625,,0,0,0,0,0,1761913852852852
pidigits,cpp,O3,internal,21,2719598678,34.05401611328125,3.96026611328125,,1.514404296875,,0,0,0,0,0,1761913855572441
pidigits,cpp,O3,internal,22,2717845317,33.9920654296875,3.91827392578125,,1.5120849609375,,0,0,0,0,0,1761913858290332
pidigits,cpp,O3,internal,23,2717983430,34.09722900390625,4.0223388671875,,1.513427734375,,0,0,0,0,0,1761913861008332
pidigits,cpp,O3,internal,24,2719881231,34.07464599609375,3.973876953125,,1.51324462890625,,0,0,0,0,0,1761913863728237
pidigits,cpp,O3,internal,25,2721584366,34.109375,3.9893798828125,,1.51568603515625,,0,0,0,0,0,1761913866449832
pidigits,cpp,O3,internal,26,2719413762,34.0479736328125,3.962646484375,,1.51324462890625,,0,0,0,0,0,1761913869169271
pidigits,cpp,O3,internal,27,2720952726,34.157958984375,4.04986572265625,,1.51434326171875,,0,0,0,0,0,1761913871890236
pidigits,cpp,O3,internal,28,2718363658,34.04345703125,3.97021484375,,1.5126953125,,0,0,0,0,0,1761913874608604
pidigits,cpp,O3,internal,29,2719131548,34.1514892578125,4.0635986328125,,1.5128173828125,,0,0,0,0,0,1761913877327770
pidigits,cpp,O3,internal,30,2719029646,34.020751953125,3.93499755859375,,1.51318359375,,0,0,0,0,0,1761913880046822
pidigits,cpp,O3,internal,31,2721697194,34.021240234375,3.908203125,,1.51422119140625,,0,0,0,0,0,1761913882768511
pidigits,cpp,O3,internal,32,2721129253,34.10955810546875,3.99774169921875,,1.51483154296875,,0,0,0,0,0,1761913885489684
pidigits,cpp,O3,internal,33,2720478093,33.97662353515625,3.877685546875,,1.51324462890625,,0,0,0,0,0,1761913888210180
pidigits,cpp,O3,internal,34,2720910993,34.06634521484375,3.954345703125,,1.51507568359375,,0,0,0,0,0,1761913890931106
pidigits,cpp,O3,internal,35,2721207531,33.98638916015625,3.88153076171875,,1.513916015625,,0,0,0,0,0,1761913893652337
pidigits,cpp,O3,internal,36,2720484924,34.0526123046875,3.9420166015625,,1.51495361328125,,0,0,0,0,0,1761913896372841
pidigits,cpp,O3,internal,37,2719473175,33.994384765625,3.91082763671875,,1.513427734375,,0,0,0,0,0,1761913899092333
pidigits,cpp,O3,internal,38,2718472553,34.02349853515625,3.95147705078125,,1.51324462890625,,0,0,0,0,0,1761913901810819
pidigits,cpp,O3,internal,39,2718979548,33.999267578125,3.91668701171875,,1.5133056640625,,0,0,0,0,0,1761913904529818
pidigits,cpp,O3,internal,40,2717846153,33.9991455078125,3.92071533203125,,1.511962890625,,0,0,0,0,0,1761913907247681
pidigits,cpp,O3,internal,41,2717454668,33.97882080078125,3.90325927734375,,1.51202392578125,,0,0,0,0,0,1761913909965157
pidigits,cpp,O3,internal,42,2718158157,33.98187255859375,3.90771484375,,1.5126953125,,0,0,0,0,0,1761913912683330
pidigits,cpp,O3,internal,43,2719369268,34.08416748046875,3.98419189453125,,1.5133056640625,,0,0,0,0,0,1761913915402728
pidigits,cpp,O3,internal,44,2718085646,34.01898193359375,3.94354248046875,,1.51287841796875,,0,0,0,0,0,1761913918120823
pidigits,cpp,O3,internal,45,2717616777,34.036865234375,3.95947265625,,1.51318359375,,0,0,0,0,0,1761913920838439
pidigits,cpp,O3,internal,46,2716585555,33.9658203125,3.913818359375,,1.5111083984375,,0,0,0,0,0,1761913923555097
pidigits,cpp,O3,internal,47,2717778202,34.0189208984375,3.95733642578125,,1.5128173828125,,0,0,0,0,0,1761913926272855
pidigits,cpp,O3,internal,48,2720369915,33.9595947265625,3.8619384765625,,1.51324462890625,,0,0,0,0,0,1761913928993245
pidigits,cpp,O3,internal,49,2721174119,34.0531005859375,3.94036865234375,,1.51495361328125,,0,0,0,0,0,1761913931714413
pidigits,cpp,O3,internal,50,2720627747,33.9984130859375,3.8994140625,,1.51361083984375,,0,0,0,0,0,1761913934435093
pidigits,cpp,O3,external,1,2727335679,34.09930419921875,3.9266357421875,,1.5203857421875,,0,0,0,0,0,1761914000379110
pidigits,cpp,O3,external,2,3076931766,38.46429443359375,4.431884765625,,1.7127685546875,,0,0,0,0,0,1761914003463249
pidigits,cpp,O3,external,3,2722652631,34.0341796875,3.91455078125,,1.515869140625,,0,0,0,0,0,1761914006193117
pidigits,cpp,O3,external,4,2713781277,33.9239501953125,3.894775390625,,1.51104736328125,,0,0,0,0,0,1761914008914105
pidigits,cpp,O3,external,5,2718386431,34.00335693359375,3.92938232421875,,1.51397705078125,,0,0,0,0,0,1761914011639524
pidigits,cpp,O3,external,6,3067745734,38.31036376953125,4.37200927734375,,1.70635986328125,,0,0,0,0,0,1761914014714416
pidigits,cpp,O3,external,7,3078376305,38.5,4.4395751953125,,1.71441650390625,,0,0,0,0,0,1761914017799703
pidigits,cpp,O3,external,8,2719792533,34.00799560546875,3.91326904296875,,1.51519775390625,,0,0,0,0,0,1761914020526733
pidigits,cpp,O3,external,9,2713772491,33.927001953125,3.8961181640625,,1.51092529296875,,0,0,0,0,0,1761914023247522
pidigits,cpp,O3,external,10,3067695027,38.339111328125,4.3917236328125,,1.7081298828125,,0,0,0,0,0,1761914026322322
