scenario,language,test,mode,iteration,time,pkg,cores,gpu,dram,psys,cycles,l1d_misses,l1i_misses,llc_misses,branch_misses,ended
n-body,c,O3,internal,16,2130469390,94.974853515625,71.36279296875,,1.18572998046875,,0,0,0,0,0,1761898172853637
n-body,c,O3,internal,17,2132354444,95.08929443359375,71.502197265625,,1.18804931640625,,0,0,0,0,0,1761898174986000
n-body,c,O3,internal,18,2085306528,92.7672119140625,69.65106201171875,,1.16082763671875,,0,0,0,0,0,1761898177071316
n-body,c,O3,internal,19,2118999738,94.7037353515625,71.2440185546875,,1.17877197265625,,0,0,0,0,0,1761898179190318
n-body,c,O3,internal,20,2112350463,94.41046142578125,71.0421142578125,,1.17681884765625,,0,0,0,0,0,1761898181302640
n-body,c,O3,internal,21,2114570643,94.7567138671875,71.33087158203125,,1.176513671875,,0,0,0,0,0,1761898183417252
n-body,c,O3,internal,22,2142685417,93.55218505859375,69.81475830078125,,1.19384765625,,0,0,0,0,0,1761898185559929
n-body,c,O3,internal,23,2108879207,92.14007568359375,68.78802490234375,,1.1734619140625,,0,0,0,0,0,1761898187668830
n-body,c,O3,internal,24,2097103548,93.7415771484375,70.5301513671875,,1.1680908203125,,0,0,0,0,0,1761898189765932
n-body,c,O3,internal,25,2128525489,94.891357421875,71.306396484375,,1.1844482421875,,0,0,0,0,0,1761898191894471
n-body,c,O3,internal,26,2132047878,95.19720458984375,71.59771728515625,,1.18603515625,,0,0,0,0,0,1761898194026511
n-body,c,O3,internal,27,2102871823,94.17523193359375,70.89166259765625,,1.17138671875,,0,0,0,0,0,1761898196129382
n-body,c,O3,internal,28,2081538803,92.6326904296875,69.61126708984375,,1.15771484375,,0,0,0,0,0,1761898198210931
n-body,c,O3,internal,29,2108817871,93.08843994140625,69.732666015625,,1.17449951171875,,0,0,0,0,0,1761898200319745
n-body,c,O3,internal,30,2136901068,94.8499755859375,71.19073486328125,,1.18878173828125,,0,0,0,0,0,1761898202456636
n-body,c,O3,internal,31,2099722764,91.744384765625,68.483642578125,,1.168212890625,,0,0,0,0,0,1761898204556380
n-body,c,O3,internal,32,2093003499,93.44384765625,70.2711181640625,,1.1658935546875,,0,0,0,0,0,1761898206649382
n-body,c,O3,internal,33,2083276284,91.09197998046875,68.0406494140625,,1.1588134765625,,0,0,0,0,0,1761898208732637
n-body,c,O3,internal,34,2100333730,93.99761962890625,70.7137451171875,,1.17010498046875,,0,0,0,0,0,1761898210833001
n-body,c,O3,internal,35,2084656971,92.96807861328125,69.91796875,,1.15936279296875,,0,0,0,0,0,1761898212917639
n-body,c,O3,internal,36,2115407653,95.08233642578125,71.63690185546875,,1.1785888671875,,0,0,0,0,0,1761898215033073
n-body,c,O3,internal,37,2127109283,95.21539306640625,71.6680908203125,,1.183349609375,,0,0,0,0,0,1761898217160193
n-body,c,O3,internal,38,2122065064,94.92913818359375,71.439453125,,1.180419921875,,0,0,0,0,0,1761898219282263
n-body,c,O3,internal,39,2132128597,95.6240234375,72.025634765625,,1.18768310546875,,0,0,0,0,0,1761898221414387
n-body,c,O3,internal,40,2109346884,94.3941650390625,71.009765625,,1.17388916015625,,0,0,0,0,0,1761898223523738
n-body,c,O3,internal,41,2128625666,95.39935302734375,71.86114501953125,,1.18548583984375,,0,0,0,0,0,1761898225652377
n-body,c,O3,internal,42,2109295121,93.5220947265625,70.1351318359375,,1.173828125,,0,0,0,0,0,1761898227761638
n-body,c,O3,internal,43,2133118814,95.405517578125,71.79486083984375,,1.18798828125,,0,0,0,0,0,1761898229894799
n-body,c,O3,internal,44,2122076918,93.97174072265625,70.4793701171875,,1.1812744140625,,0,0,0,0,0,1761898232016869
n-body,c,O3,internal,45,2131181853,95.31329345703125,71.725341796875,,1.1854248046875,,0,0,0,0,0,1761898234148063
n-body,c,O3,internal,46,2104524741,92.5577392578125,69.23388671875,,1.17266845703125,,0,0,0,0,0,1761898236252575
n-body,c,O3,internal,47,2106864500,94.08807373046875,70.80023193359375,,1.17205810546875,,0,0,0,0,0,1761898238359450
n-body,c,O3,internal,48,2096044479,93.809814453125,70.606689453125,,1.16778564453125,,0,0,0,0,0,1761898240455507
n-body,c,O3,internal,49,2113423854,94.72930908203125,71.3511962890625,,1.1754150390625,,0,0,0,0,0,1761898242568933
n-body,c,O3,internal,50,2117994489,94.85400390625,71.40087890625,,1.1783447265625,,0,0,0,0,0,1761898244686929
n-body,c,O3,external,1,2134398554,94.752685546875,71.1461181640625,,1.1903076171875,,0,0,0,0,0,1761898306938577
n-body,c,O3,external,2,2117832733,94.076904296875,70.6282958984375,,1.178466796875,,0,0,0,0,0,1761898309057187
n-body,c,O3,external,3,2097368904,91.504638671875,68.302001953125,,1.16845703125,,0,0,0,0,0,1761898311155317
n-body,c,O3,external,4,2093289072,92.37042236328125,69.21124267578125,,1.16461181640625,,0,0,0,0,0,1761898313249383
n-body,c,O3,external,5,2108112239,92.933837890625,69.6004638671875,,1.17425537109375,,0,0,0,0,0,1761898315358255
n-body,c,O3,external,6,2110300996,93.36328125,70.01568603515625,,1.174072265625,,0,0,0,0,0,1761898317469445
n-body,c,O3,external,7,2091911435,91.52520751953125,68.4051513671875,,1.1632080078125,,0,0,0,0,0,1761898319562059
n-body,c,O3,external,8,2090614625,92.34906005859375,69.18511962890625,,1.1651611328125,,0,0,0,0,0,1761898321653384
n-body,c,O3,external,9,2094373548,91.9346923828125,68.76776123046875,,1.16497802734375,,0,0,0,0,0,1761898323748508
n-body,c,O3,external,10,2120483383,94.19708251953125,70.7421875,,1.18115234375,,0,0,0,0,0,1761898325869740
n-body,c,O3,external,11,2132682868,93.70849609375,70.12652587890625,,1.18621826171875,,0,0,0,0,0,1761898328003193
n-body,c,O3,external,12,2129549629,94.38055419921875,70.78631591796875,,1.18670654296875,,0,0,0,0,0,1761898330133509
n-body,c,O3,external,13,2122057221,94.009765625,70.51837158203125,,1.1806640625,,0,0,0,0,0,1761898332256319
n-body,c,O3,external,14,2116860733,93.5816650390625,70.13848876953125,,1.177734375,,0,0,0,0,0,1761898334373967
n-body,c,O3,external,15,2099610612,92.8133544921875,69.5513916015625,,1.17010498046875,,0,0,0,0,0,1761898336474382
n-body,c,O3,external,16,2112616770,93.792724609375,70.39215087890625,,1.1756591796875,,0,0,0,0,0,1761898338587805
n-body,c,O3,external,17,2132737913,94.1925048828125,70.6141357421875,,1.18756103515625,,0,0,0,0,0,1761898340721267
n-body,c,O3,external,18,2110769925,93.5927734375,70.25750732421875,,1.1737060546875,,0,0,0,0,0,1761898342833316
n-body,c,O3,external,19,2141062898,95.55291748046875,71.856689453125,,1.192626953125,,0,0,0,0,0,1761898344975121
n-body,c,O3,external,20,2131966466,93.966064453125,70.3624267578125,,1.186279296875,,0,0,0,0,0,1761898347107865
n-body,c,O3,external,21,2135253066,94.86370849609375,71.231689453125,,1.1878662109375,,0,0,0,0,0,1761898349243803
n-body,c,O3,external,22,2144351662,93.95916748046875,70.19488525390625,,1.19512939453125,,0,0,0,0,0,1761898351388804
n-body,c,O3,external,23,2137294099,95.1722412109375,71.52630615234375,,1.18963623046875,,0,0,0,0,0,1761898353526866
n-body,c,O3,external,24,2132929394,94.32806396484375,70.7535400390625,,1.187744140625,,0,0,0,0,0,1761898355660507
n-body,c,O3,external,25,2144958936,95.24481201171875,71.4951171875,,1.19366455078125,,0,0,0,0,0,1761898357806190
n-body,c,O3,external,26,2140583936,94.62249755859375,70.9525146484375,,1.1920166015625,,0,0,0,0,0,1761898359947518
n-body,c,O3,external,27,2122045356,93.8658447265625,70.3787841796875,,1.18072509765625,,0,0,0,0,0,1761898362070318
n-body,c,O3,external,28,2132133009,94.10400390625,70.50592041015625,,1.18603515625,,0,0,0,0,0,1761898364203191
n-body,c,O3,external,29,2136022173,94.9276123046875,71.3218994140625,,1.189208984375,,0,0,0,0,0,1761898366339931
n-body,c,O3,external,30,2126666259,94.6759033203125,71.12347412109375,,1.1837158203125,,0,0,0,0,0,1761898368467379
n-body,c,O3,external,31,2161426654,93.9105224609375,70.012939453125,,1.2037353515625,,0,0,0,0,0,1761898370629459
n-body,c,O3,external,32,2114453664,93.31658935546875,69.89630126953125,,1.177490234375,,0,0,0,0,0,1761898372744741
n-body,c,O3,external,33,2093516563,92.62774658203125,69.43951416015625,,1.1649169921875,,0,0,0,0,0,1761898374838993
n-body,c,O3,external,34,2092830799,92.09033203125,68.92779541015625,,1.16644287109375,,0,0,0,0,0,1761898376932576
n-body,c,O3,external,35,2141163113,95.33172607421875,71.60302734375,,1.1917724609375,,0,0,0,0,0,1761898379074568
n-body,c,O3,external,36,2125365360,93.798583984375,70.2525634765625,,1.184326171875,,0,0,0,0,0,1761898381200511
n-body,c,O3,external,37,2117074198,94.2412109375,70.81732177734375,,1.1778564453125,,0,0,0,0,0,1761898383318443
n-body,c,O3,external,38,2131565730,94.5611572265625,70.95196533203125,,1.18780517578125,,0,0,0,0,0,1761898385450680
n-body,c,O3,external,39,2079022012,91.81085205078125,68.80377197265625,,1.1566162109375,,0,0,0,0,0,1761898387530507
n-body,c,O3,external,40,2085996061,90.7237548828125,67.63641357421875,,1.160400390625,,0,0,0,0,0,1761898389617188
n-body,c,O3,external,41,2139245122,95.421875,71.75677490234375,,1.191650390625,,0,0,0,0,0,1761898391757255
n-body,c,O3,external,42,2099918141,91.7091064453125,68.4674072265625,,1.16845703125,,0,0,0,0,0,1761898393857994
n-body,c,O3,external,43,2095244207,92.8646240234375,69.6884765625,,1.1671142578125,,0,0,0,0,0,1761898395953932
n-body,c,O3,external,44,2085037806,90.64593505859375,67.53338623046875,,1.160888671875,,0,0,0,0,0,1761898398039802
n-body,c,O3,external,45,2089898677,91.9451904296875,68.81524658203125,,1.16436767578125,,0,0,0,0,0,1761898400130377
n-body,c,O3,external,46,2142842042,95.42767333984375,71.706787109375,,1.19256591796875,,0,0,0,0,0,1761898402273994
n-body,c,O3,external,47,2102113568,91.56060791015625,68.3016357421875,,1.16943359375,,0,0,0,0,0,1761898404376866
n-body,c,O3,external,48,2166431625,92.18829345703125,68.190673828125,,1.207275390625,,0,0,0,0,0,1761898406543936
n-body,c,O3,external,49,2095029939,90.845947265625,67.6585693359375,,1.16552734375,,0,0,0,0,0,1761898408639737
n-body,c,O3,external,50,2138642554,91.8946533203125,68.2103271484375,,1.19171142578125,,0,0,0,0,0,1761898410779063
regex-redux,c,O3,internal,1,913416025,70.15020751953125,59.97015380859375,,0.8450927734375,,0,0,0,0,0,1761898474114048
regex-redux,c,O3,internal,2,939586728,70.93792724609375,60.53009033203125,,0.85479736328125,,0,0,0,0,0,1761898475053645
regex-redux,c,O3,internal,3,905464540,71.1268310546875,61.01214599609375,,0.83636474609375,,0,0,0,0,0,1761898475959111
regex-redux,c,O3,internal,4,908928344,71.081298828125,60.96441650390625,,0.83770751953125,,0,0,0,0,0,1761898476868042
regex-redux,c,O3,internal,5,932058218,71.5787353515625,61.21356201171875,,0.849609375,,0,0,0,0,0,1761898477800103
regex-redux,c,O3,internal,6,902058718,71.32073974609375,61.2861328125,,0.8409423828125,,0,0,0,0,0,1761898478702168
regex-redux,c,O3,internal,7,928384774,70.93707275390625,60.63519287109375,,0.8446044921875,,0,0,0,0,0,1761898479630557
regex-redux,c,O3,internal,8,905409368,71.54083251953125,61.49627685546875,,0.83941650390625,,0,0,0,0,0,1761898480535973
regex-redux,c,O3,internal,9,926998101,71.88726806640625,61.5714111328125,,0.84765625,,0,0,0,0,0,1761898481462973
regex-redux,c,O3,internal,10,912066373,72.21697998046875,62.07904052734375,,0.84197998046875,,0,0,0,0,0,1761898482375046
regex-redux,c,O3,internal,11,906924488,70.7996826171875,60.70159912109375,,0.8310546875,,0,0,0,0,0,1761898483281977
regex-redux,c,O3,internal,12,935249341,70.599365234375,60.2135009765625,,0.85382080078125,,0,0,0,0,0,1761898484217228
regex-redux,c,O3,internal,13,917418452,72.165283203125,61.99298095703125,,0.8475341796875,,0,0,0,0,0,1761898485134655
regex-redux,c,O3,internal,14,900322238,71.07470703125,61.08251953125,,0.82830810546875,,0,0,0,0,0,1761898486034979
regex-redux,c,O3,internal,15,913995325,70.978759765625,60.80877685546875,,0.84490966796875,,0,0,0,0,0,1761898486948973
regex-redux,c,O3,internal,16,916643314,70.69830322265625,60.47845458984375,,0.843994140625,,0,0,0,0,0,1761898487865623
regex-redux,c,O3,internal,17,875537084,70.3203125,60.5389404296875,,0.8167724609375,,0,0,0,0,0,1761898488741173
regex-redux,c,O3,internal,18,908998842,71.418701171875,61.30731201171875,,0.84185791015625,,0,0,0,0,0,1761898489650172
regex-redux,c,O3,internal,19,916420054,71.32855224609375,61.1666259765625,,0.843505859375,,0,0,0,0,0,1761898490566588
regex-redux,c,O3,internal,20,933440868,71.3160400390625,60.8853759765625,,0.84942626953125,,0,0,0,0,0,1761898491500037
regex-redux,c,O3,internal,21,905382766,69.9285888671875,59.88385009765625,,0.83843994140625,,0,0,0,0,0,1761898492405425
regex-redux,c,O3,internal,22,907130779,70.590576171875,60.50439453125,,0.83905029296875,,0,0,0,0,0,1761898493312560
regex-redux,c,O3,internal,23,939206970,72.59442138671875,62.08160400390625,,0.8612060546875,,0,0,0,0,0,1761898494251778
regex-redux,c,O3,internal,24,934994734,72.20904541015625,61.811279296875,,0.850341796875,,0,0,0,0,0,1761898495186779
regex-redux,c,O3,internal,25,912059156,73.19256591796875,63.04339599609375,,0.84405517578125,,0,0,0,0,0,1761898496098841
regex-redux,c,O3,internal,26,915587234,71.83123779296875,61.69891357421875,,0.84466552734375,,0,0,0,0,0,1761898497014434
regex-redux,c,O3,internal,27,935406107,72.6595458984375,62.20458984375,,0.85150146484375,,0,0,0,0,0,1761898497949844
regex-redux,c,O3,internal,28,909867260,70.2705078125,60.134033203125,,0.83056640625,,0,0,0,0,0,1761898498859712
regex-redux,c,O3,internal,29,932839162,71.59844970703125,61.20452880859375,,0.85009765625,,0,0,0,0,0,1761898499792556
regex-redux,c,O3,internal,30,912276510,71.69512939453125,61.565185546875,,0.8504638671875,,0,0,0,0,0,1761898500704845
regex-redux,c,O3,internal,31,906574596,70.95050048828125,60.82977294921875,,0.83380126953125,,0,0,0,0,0,1761898501611427
regex-redux,c,O3,internal,32,910416619,72.257080078125,62.153564453125,,0.84100341796875,,0,0,0,0,0,1761898502521845
regex-redux,c,O3,internal,33,1106598972,78.73785400390625,66.4036865234375,,0.9510498046875,,0,0,0,0,0,1761898503628450
regex-redux,c,O3,internal,34,919040634,71.26983642578125,61.05303955078125,,0.84478759765625,,0,0,0,0,0,1761898504547495
regex-redux,c,O3,internal,35,940667719,72.26336669921875,61.76971435546875,,0.85113525390625,,0,0,0,0,0,1761898505488167
regex-redux,c,O3,internal,36,933604460,71.93463134765625,61.59002685546875,,0.84954833984375,,0,0,0,0,0,1761898506421774
regex-redux,c,O3,internal,37,921005740,71.01788330078125,60.76885986328125,,0.85321044921875,,0,0,0,0,0,1761898507342787
regex-redux,c,O3,internal,38,934449294,71.2144775390625,60.781982421875,,0.8502197265625,,0,0,0,0,0,1761898508277241
regex-redux,c,O3,internal,39,937115948,70.889892578125,60.477294921875,,0.84661865234375,,0,0,0,0,0,1761898509214360
regex-redux,c,O3,internal,40,898127717,70.60955810546875,60.62420654296875,,0.82904052734375,,0,0,0,0,0,1761898510112497
regex-redux,c,O3,internal,41,929802615,72.89056396484375,62.5303955078125,,0.847900390625,,0,0,0,0,0,1761898511042297
regex-redux,c,O3,internal,42,931799453,72.30841064453125,61.92132568359375,,0.849609375,,0,0,0,0,0,1761898511974102
regex-redux,c,O3,internal,43,914998186,70.50860595703125,60.32891845703125,,0.84149169921875,,0,0,0,0,0,1761898512889109
regex-redux,c,O3,internal,44,915606801,71.00604248046875,60.79150390625,,0.84326171875,,0,0,0,0,0,1761898513804717
regex-redux,c,O3,internal,45,911327205,72.14349365234375,62.020751953125,,0.83758544921875,,0,0,0,0,0,1761898514716047
regex-redux,c,O3,internal,46,924059312,71.9814453125,61.6995849609375,,0.8548583984375,,0,0,0,0,0,1761898515640111
regex-redux,c,O3,internal,47,933534689,71.357666015625,60.931640625,,0.8509521484375,,0,0,0,0,0,1761898516573648
regex-redux,c,O3,internal,48,963781431,65.0179443359375,54.35992431640625,,0.8592529296875,,0,0,0,0,0,1761898517537436
regex-redux,c,O3,internal,49,956053077,62.167724609375,51.54241943359375,,0.86663818359375,,0,0,0,0,0,1761898518493495
regex-redux,c,O3,internal,50,951122806,61.45660400390625,50.88616943359375,,0.85430908203125,,0,0,0,0,0,1761898519444591
regex-redux,c,O3,external,1,915254555,69.8349609375,59.69268798828125,,0.84423828125,,0,0,0,0,0,1761898580476302
regex-redux,c,O3,external,2,914085535,70.67999267578125,60.5234375,,0.8426513671875,,0,0,0,0,0,1761898581391572
regex-redux,c,O3,external,3,920301262,72.14898681640625,61.94598388671875,,0.8482666015625,,0,0,0,0,0,1761898582313059
regex-redux,c,O3,external,4,938290819,71.0787353515625,60.65618896484375,,0.85614013671875,,0,0,0,0,0,1761898583252620
regex-redux,c,O3,external,5,934292578,70.7374267578125,60.38592529296875,,0.851806640625,,0,0,0,0,0,1761898584188168
regex-redux,c,O3,external,6,912312516,70.0997314453125,59.97509765625,,0.8314208984375,,0,0,0,0,0,1761898585101669
regex-redux,c,O3,external,7,912448416,71.63055419921875,61.5277099609375,,0.84088134765625,,0,0,0,0,0,1761898586015232
regex-redux,c,O3,external,8,896235034,70.47686767578125,60.52703857421875,,0.82672119140625,,0,0,0,0,0,1761898586912634
regex-redux,c,O3,external,9,932095641,71.833251953125,61.49090576171875,,0.8441162109375,,0,0,0,0,0,1761898587845908
regex-redux,c,O3,external,10,946831571,72.23077392578125,61.756591796875,,0.860595703125,,0,0,0,0,0,1761898588793994
regex-redux,c,O3,external,11,922463107,70.95074462890625,60.72235107421875,,0.8492431640625,,0,0,0,0,0,1761898589717651
regex-redux,c,O3,external,12,925459355,72.103515625,61.843505859375,,0.84857177734375,,0,0,0,0,0,1761898590644652
regex-redux,c,O3,external,13,899701763,71.49188232421875,61.48291015625,,0.83636474609375,,0,0,0,0,0,1761898591545571
regex-redux,c,O3,external,14,911762532,70.24713134765625,60.10400390625,,0.84063720703125,,0,0,0,0,0,1761898592458515
regex-redux,c,O3,external,15,917998562,71.89874267578125,61.7044677734375,,0.8470458984375,,0,0,0,0,0,1761898593377667
regex-redux,c,O3,external,16,903855250,70.32781982421875,60.28466796875,,0.8299560546875,,0,0,0,0,0,1761898594282651
regex-redux,c,O3,external,17,908764511,69.57476806640625,59.4727783203125,,0.83831787109375,,0,0,0,0,0,1761898595192637
regex-redux,c,O3,external,18,882617341,70.8658447265625,61.0316162109375,,0.8323974609375,,0,0,0,0,0,1761898596076361
regex-redux,c,O3,external,19,902617096,71.9686279296875,61.91326904296875,,0.83782958984375,,0,0,0,0,0,1761898596980118
regex-redux,c,O3,external,20,937363133,71.44244384765625,61.05218505859375,,0.85614013671875,,0,0,0,0,0,1761898597918621
regex-redux,c,O3,external,21,870329604,69.5482177734375,59.838134765625,,0.81878662109375,,0,0,0,0,0,1761898598790170
regex-redux,c,O3,external,22,934639655,72.5611572265625,62.2236328125,,0.85235595703125,,0,0,0,0,0,1761898599725908
regex-redux,c,O3,external,23,921556138,72.37310791015625,62.1737060546875,,0.83978271484375,,0,0,0,0,0,1761898600648699
regex-redux,c,O3,external,24,938916577,71.48272705078125,61.03375244140625,,0.85357666015625,,0,0,0,0,0,1761898601588972
regex-redux,c,O3,external,25,902601549,71.19873046875,61.20953369140625,,0.830810546875,,0,0,0,0,0,1761898602492780
regex-redux,c,O3,external,26,942205825,71.89349365234375,61.42962646484375,,0.85992431640625,,0,0,0,0,0,1761898603436191
regex-redux,c,O3,external,27,920708346,71.67266845703125,61.4300537109375,,0.8465576171875,,0,0,0,0,0,1761898604358104
regex-redux,c,O3,external,28,1202262003,80.83197021484375,67.5068359375,,1.00933837890625,,0,0,0,0,0,1761898605561610
regex-redux,c,O3,external,29,936048714,71.76568603515625,61.42767333984375,,0.849609375,,0,0,0,0,0,1761898606498780
regex-redux,c,O3,external,30,936436771,73.071533203125,62.69683837890625,,0.8564453125,,0,0,0,0,0,1761898607436427
regex-redux,c,O3,external,31,905738073,69.9722900390625,59.9490966796875,,0.82989501953125,,0,0,0,0,0,1761898608343496
regex-redux,c,O3,external,32,927333282,71.38995361328125,61.09234619140625,,0.84991455078125,,0,0,0,0,0,1761898609272003
regex-redux,c,O3,external,33,934857018,70.64678955078125,60.24200439453125,,0.855712890625,,0,0,0,0,0,1761898610208040
regex-redux,c,O3,external,34,939549871,72.86590576171875,62.39599609375,,0.8619384765625,,0,0,0,0,0,1761898611148780
regex-redux,c,O3,external,35,913457374,70.25347900390625,60.13568115234375,,0.84466552734375,,0,0,0,0,0,1761898612063454
regex-redux,c,O3,external,36,940058961,72.35308837890625,61.8951416015625,,0.85162353515625,,0,0,0,0,0,1761898613004713
regex-redux,c,O3,external,37,935876464,71.41845703125,61.00714111328125,,0.8509521484375,,0,0,0,0,0,1761898613941802
regex-redux,c,O3,external,38,904645417,71.20562744140625,61.12371826171875,,0.832763671875,,0,0,0,0,0,1761898614847630
regex-redux,c,O3,external,39,914413080,71.48736572265625,61.351806640625,,0.8397216796875,,0,0,0,0,0,1761898615763239
regex-redux,c,O3,external,40,918626196,72.77655029296875,62.5562744140625,,0.8458251953125,,0,0,0,0,0,1761898616683006
regex-redux,c,O3,external,41,901380994,71.6451416015625,61.59185791015625,,0.83001708984375,,0,0,0,0,0,1761898617585694
regex-redux,c,O3,external,42,910144757,71.6024169921875,61.5015869140625,,0.839111328125,,0,0,0,0,0,1761898618497194
regex-redux,c,O3,external,43,932490518,71.3677978515625,60.97772216796875,,0.849609375,,0,0,0,0,0,1761898619430845
regex-redux,c,O3,external,44,945841371,73.26483154296875,62.74395751953125,,0.855224609375,,0,0,0,0,0,1761898620377846
regex-redux,c,O3,external,45,945798038,73.0875244140625,62.567626953125,,0.85491943359375,,0,0,0,0,0,1761898621324784
regex-redux,c,O3,external,46,908215273,71.59295654296875,61.5169677734375,,0.8369140625,,0,0,0,0,0,1761898622234221
regex-redux,c,O3,external,47,939228424,71.4765625,60.99957275390625,,0.8560791015625,,0,0,0,0,0,1761898623174555
regex-redux,c,O3,external,48,945417206,62.0653076171875,51.59130859375,,0.85552978515625,,0,0,0,0,0,1761898624121232
regex-redux,c,O3,external,49,979423862,62.68212890625,51.81964111328125,,0.87744140625,,0,0,0,0,0,1761898625101846
regex-redux,c,O3,external,50,985360202,63.9969482421875,53.087890625,,0.8826904296875,,0,0,0,0,0,1761898626088429
mandelbrot,c,O3,internal,1,472078676,52.27325439453125,47.04156494140625,,0.27911376953125,,0,0,0,0,0,1761898687710775
mandelbrot,c,O3,internal,2,466576549,52.203369140625,47.05596923828125,,0.2750244140625,,0,0,0,0,0,1761898688177366
mandelbrot,c,O3,internal,3,465268905,52.10260009765625,46.95501708984375,,0.2864990234375,,0,0,0,0,0,1761898688642610
mandelbrot,c,O3,internal,4,464634119,52.1474609375,47.02593994140625,,0.28564453125,,0,0,0,0,0,1761898689107263
mandelbrot,c,O3,internal,5,492684713,53.51171875,48.033447265625,,0.3026123046875,,0,0,0,0,0,1761898689599965
mandelbrot,c,O3,internal,6,495651710,53.5770263671875,48.11474609375,,0.30303955078125,,0,0,0,0,0,1761898690095602
mandelbrot,c,O3,internal,7,467185670,52.37200927734375,47.20245361328125,,0.2906494140625,,0,0,0,0,0,1761898690562810
mandelbrot,c,O3,internal,8,470451388,52.61944580078125,47.4276123046875,,0.28924560546875,,0,0,0,0,0,1761898691033277
mandelbrot,c,O3,internal,9,465429578,52.17022705078125,46.9827880859375,,0.289794921875,,0,0,0,0,0,1761898691498710
mandelbrot,c,O3,internal,10,464699740,52.09100341796875,46.9720458984375,,0.28570556640625,,0,0,0,0,0,1761898691963417
mandelbrot,c,O3,internal,11,465128274,52.0830078125,46.9329833984375,,0.2864990234375,,0,0,0,0,0,1761898692428554
mandelbrot,c,O3,internal,12,466735120,52.20697021484375,47.01708984375,,0.28826904296875,,0,0,0,0,0,1761898692895292
mandelbrot,c,O3,internal,13,473804000,52.71429443359375,47.4578857421875,,0.29156494140625,,0,0,0,0,0,1761898693369102
mandelbrot,c,O3,internal,14,470992028,52.4423828125,47.219970703125,,0.29010009765625,,0,0,0,0,0,1761898693840094
mandelbrot,c,O3,internal,15,464862682,52.062744140625,46.90362548828125,,0.2867431640625,,0,0,0,0,0,1761898694304964
mandelbrot,c,O3,internal,16,464518912,51.9149169921875,46.791259765625,,0.28521728515625,,0,0,0,0,0,1761898694769487
mandelbrot,c,O3,internal,17,467558296,52.20819091796875,47.00177001953125,,0.28900146484375,,0,0,0,0,0,1761898695237031
mandelbrot,c,O3,internal,18,466711403,52.149658203125,46.958984375,,0.290771484375,,0,0,0,0,0,1761898695703746
mandelbrot,c,O3,internal,19,468503450,52.212158203125,47.041015625,,0.2880859375,,0,0,0,0,0,1761898696172258
mandelbrot,c,O3,internal,20,467813527,52.27392578125,47.0830078125,,0.3131103515625,,0,0,0,0,0,1761898696640071
mandelbrot,c,O3,internal,21,470417922,52.57415771484375,47.3636474609375,,0.33734130859375,,0,0,0,0,0,1761898697110496
mandelbrot,c,O3,internal,22,485531778,53.584716796875,48.21881103515625,,0.35003662109375,,0,0,0,0,0,1761898697596028
mandelbrot,c,O3,internal,23,468906845,52.35406494140625,47.14471435546875,,0.32281494140625,,0,0,0,0,0,1761898698064940
mandelbrot,c,O3,internal,24,464800160,51.841796875,46.67620849609375,,0.2864990234375,,0,0,0,0,0,1761898698529747
mandelbrot,c,O3,internal,25,465376110,51.89239501953125,46.748046875,,0.2862548828125,,0,0,0,0,0,1761898698995129
mandelbrot,c,O3,internal,26,470678966,52.32904052734375,47.09765625,,0.28985595703125,,0,0,0,0,0,1761898699465810
