scenario,language,test,mode,iteration,time,pkg,cores,gpu,dram,psys,cycles,cache_misses,branch_misses,ended
fasta,c,O3,internal,32,1541826686,19.07342529296875,2.0059814453125,,0.87628173828125,,3112182,793,68,1761753043980104
fasta,c,O3,internal,33,1541936815,19.093017578125,2.02545166015625,,0.8746337890625,,3023559,619,37,1761753045522096
fasta,c,O3,internal,34,1551812384,19.32550048828125,2.14697265625,,0.88189697265625,,3123644,973,85,1761753047073892
fasta,c,O3,internal,35,1540517982,19.13055419921875,2.08660888671875,,0.87554931640625,,3122664,846,41,1761753048614419
fasta,c,O3,internal,36,1540329136,19.093994140625,2.04974365234375,,0.8729248046875,,3122344,913,96,1761753050154772
fasta,c,O3,internal,37,1541657627,19.14947509765625,2.08172607421875,,0.87689208984375,,3111793,913,110,1761753051696435
fasta,c,O3,internal,38,1541346842,19.03680419921875,1.98236083984375,,0.8736572265625,,3121412,514,28,1761753053237848
fasta,c,O3,internal,39,1541701634,19.1383056640625,2.071533203125,,0.876708984375,,3079779,1022,78,1761753054779527
fasta,c,O3,internal,40,1541237681,19.13885498046875,2.084228515625,,0.87347412109375,,3074078,785,52,1761753056320776
fasta,c,O3,internal,41,1543815813,19.23980712890625,2.16278076171875,,0.88922119140625,,3130868,935,104,1761753057864610
fasta,c,O3,internal,42,1610834074,20.62567138671875,2.7945556640625,,1.1033935546875,,3293167,1455,221,1761753059475449
fasta,c,O3,internal,43,1576127356,20.02197265625,2.5689697265625,,1.03802490234375,,3104524,1082,49,1761753061051610
fasta,c,O3,internal,44,1542481971,19.1204833984375,2.0533447265625,,0.87652587890625,,3142537,1020,2693,1761753062594107
fasta,c,O3,internal,45,1542732937,19.2308349609375,2.15203857421875,,0.877197265625,,3112437,953,91,1761753064136859
fasta,c,O3,internal,46,1542767559,19.129638671875,2.05224609375,,0.875,,3051483,522,26,1761753065679682
fasta,c,O3,internal,47,1564875136,19.63616943359375,2.31109619140625,,0.95294189453125,,3127592,1184,95,1761753067244532
fasta,c,O3,internal,48,1543361076,19.23974609375,2.1640625,,0.87713623046875,,3085440,973,77,1761753068787924
fasta,c,O3,internal,49,1543594967,19.15472412109375,2.0799560546875,,0.87469482421875,,3117093,902,79,1761753070331527
fasta,c,O3,internal,50,1543807955,19.18707275390625,2.0975341796875,,0.8778076171875,,3092673,996,116,1761753071875341
fasta,c,O3,external,1,1544434802,19.17852783203125,2.08880615234375,,0.8760986328125,,3102314,908,65,1761753138835038
fasta,c,O3,external,2,1542929957,19.2059326171875,2.128173828125,,0.87738037109375,,3078340,935,80,1761753140551620
fasta,c,O3,external,3,1541279553,19.13311767578125,2.07635498046875,,0.875732421875,,3089074,906,91,1761753142259434
fasta,c,O3,external,4,1541231404,19.119140625,2.07342529296875,,0.87384033203125,,3059639,860,52,1761753143956758
fasta,c,O3,external,5,1543370695,19.115478515625,2.0377197265625,,0.875244140625,,2995111,668,39,1761753145659367
fasta,c,O3,external,6,1544340544,19.17779541015625,2.08856201171875,,0.87750244140625,,3125232,1030,108,1761753147360791
fasta,c,O3,external,7,1536918071,19.119873046875,2.10845947265625,,0.8720703125,,3082475,809,53,1761753149071840
fasta,c,O3,external,8,1536321258,19.097900390625,2.09765625,,0.8714599609375,,3081373,874,54,1761753150771777
fasta,c,O3,external,9,1540692607,19.12249755859375,2.07745361328125,,0.87530517578125,,3117387,929,94,1761753152474189
fasta,c,O3,external,10,1541578010,19.11395263671875,2.0467529296875,,0.8770751953125,,3034693,879,98,1761753154183334
fasta,c,O3,external,11,1536224720,19.0736083984375,2.08660888671875,,0.87158203125,,2972994,479,27,1761753155896997
fasta,c,O3,external,12,1535051755,19.08062744140625,2.1031494140625,,0.87200927734375,,3032327,857,84,1761753157590958
fasta,c,O3,external,13,1535143498,19.09197998046875,2.115234375,,0.87322998046875,,3029105,841,83,1761753159278757
fasta,c,O3,external,14,1534234517,19.0313720703125,2.05157470703125,,0.8702392578125,,2992868,472,28,1761753160973933
fasta,c,O3,external,15,1540446348,19.04315185546875,1.99676513671875,,0.87548828125,,3056849,905,106,1761753162663346
fasta,c,O3,external,16,1541308319,19.1156005859375,2.0577392578125,,0.876708984375,,3060499,863,90,1761753164359360
fasta,c,O3,external,17,1533434787,18.9652099609375,1.99755859375,,0.8692626953125,,2993544,543,31,1761753166052335
fasta,c,O3,external,18,1541997390,19.09197998046875,2.03704833984375,,0.8756103515625,,3085360,1101,106,1761753167756250
fasta,c,O3,external,19,1534860506,19.05657958984375,2.0777587890625,,0.872802734375,,3092285,924,100,1761753169459942
fasta,c,O3,external,20,1536701303,19.03521728515625,2.03436279296875,,0.881103515625,,3072503,968,69,1761753171163593
fasta,c,O3,external,21,1544108697,19.0965576171875,2.007568359375,,0.8778076171875,,3129885,852,114,1761753172794626
fasta,c,O3,external,22,1535475562,19.083740234375,2.09478759765625,,0.87335205078125,,3046649,1073,103,1761753174480841
fasta,c,O3,external,23,1534990369,19.0767822265625,2.09918212890625,,0.86962890625,,3104150,624,41,1761753176175764
fasta,c,O3,external,24,1542327315,19.2452392578125,2.17864990234375,,0.87640380859375,,3112842,970,94,1761753177874627
fasta,c,O3,external,25,1534306225,19.140625,2.16021728515625,,0.87249755859375,,3018251,949,98,1761753179578910
fasta,c,O3,external,26,1533386664,19.083984375,2.11541748046875,,0.86993408203125,,3037698,840,49,1761753181270438
fasta,c,O3,external,27,1541505675,19.19140625,2.134521484375,,0.8759765625,,3043858,1038,86,1761753182978409
fasta,c,O3,external,28,1535149281,19.10198974609375,2.11297607421875,,0.873046875,,3073223,1043,82,1761753184681750
fasta,c,O3,external,29,1544178229,19.1663818359375,2.07733154296875,,0.8751220703125,,3014691,710,49,1761753186379625
fasta,c,O3,external,30,1537191265,19.1185302734375,2.118408203125,,0.87322998046875,,3003758,841,82,1761753188084121
fasta,c,O3,external,31,1534639675,19.137451171875,2.15875244140625,,0.8719482421875,,3021608,766,80,1761753189790000
fasta,c,O3,external,32,1541574159,19.13720703125,2.06982421875,,0.8739013671875,,3013097,628,62,1761753191480171
fasta,c,O3,external,33,1540862309,19.15478515625,2.09759521484375,,0.8760986328125,,3058735,816,79,1761753193183162
fasta,c,O3,external,34,1541618367,19.22808837890625,2.17071533203125,,0.8758544921875,,3064654,936,66,1761753194884243
fasta,c,O3,external,35,1543947394,19.188720703125,2.1007080078125,,0.87518310546875,,3082308,594,42,1761753196574208
fasta,c,O3,external,36,1545193454,19.2464599609375,2.14630126953125,,0.8782958984375,,3068627,984,93,1761753198280118
fasta,c,O3,external,37,1543021721,19.25244140625,2.17510986328125,,0.87713623046875,,3098988,932,76,1761753199992795
fasta,c,O3,external,38,1536662396,19.271240234375,2.25811767578125,,0.88372802734375,,2973623,562,29,1761753201674406
fasta,c,O3,external,39,1542842661,19.287109375,2.2205810546875,,0.876220703125,,3101566,865,98,1761753203292913
fasta,c,O3,external,40,1535240324,19.15008544921875,2.15948486328125,,0.87353515625,,3079413,759,67,1761753204996435
fasta,c,O3,external,41,1542431651,19.2423095703125,2.17669677734375,,0.87420654296875,,3335084,939,62,1761753206702584
fasta,c,O3,external,42,1543703579,19.27520751953125,2.18475341796875,,0.87725830078125,,3025949,837,70,1761753208406288
fasta,c,O3,external,43,1534619684,19.196044921875,2.21649169921875,,0.87286376953125,,3051270,992,75,1761753210089834
fasta,c,O3,external,44,1541099600,19.19384765625,2.135986328125,,0.8736572265625,,3103367,769,44,1761753211790023
fasta,c,O3,external,45,1534130401,19.110595703125,2.143798828125,,0.87164306640625,,3090587,1116,105,1761753213477519
fasta,c,O3,external,46,1543544586,19.2242431640625,2.14788818359375,,0.8770751953125,,3034965,977,111,1761753215173285
fasta,c,O3,external,47,1542758115,19.22509765625,2.14447021484375,,0.87518310546875,,2993004,693,40,1761753216866710
fasta,c,O3,external,48,1534150287,19.16290283203125,2.18280029296875,,0.87237548828125,,3086492,994,88,1761753218554672
fasta,c,O3,external,49,1541993803,19.20623779296875,2.13714599609375,,0.87628173828125,,3003172,822,74,1761753220248830
fasta,c,O3,external,50,1542503276,19.17572021484375,2.10894775390625,,0.874267578125,,3105751,848,68,1761753221948413
n-body,c,O3,internal,1,11525424888,144.71051025390625,17.1322021484375,,6.41693115234375,,22972624,381,358,1761753294553415
n-body,c,O3,internal,2,11859116851,148.54486083984375,17.28143310546875,,6.60198974609375,,23482980,383,434,1761753306412587
n-body,c,O3,internal,3,11860060221,148.544677734375,17.2611083984375,,6.601318359375,,23561449,295,308,1761753318272671
n-body,c,O3,internal,4,11859581020,148.60369873046875,17.33245849609375,,6.600341796875,,23412313,217,319,1761753330132250
n-body,c,O3,internal,5,11859870499,148.778076171875,17.506591796875,,6.59979248046875,,23340375,272,353,1761753341992149
n-body,c,O3,internal,6,11859572068,148.4893798828125,17.21990966796875,,6.599853515625,,23602818,203,312,1761753353851742
n-body,c,O3,internal,7,11859859346,148.71502685546875,17.43157958984375,,6.6036376953125,,23398828,378,344,1761753365711615
n-body,c,O3,internal,8,11859529423,148.89410400390625,17.62579345703125,,6.6005859375,,23837502,312,353,1761753377571163
n-body,c,O3,internal,9,11860156909,148.80517578125,17.52783203125,,6.60089111328125,,23587432,220,329,1761753389431321
n-body,c,O3,internal,10,11859907290,148.6611328125,17.39892578125,,6.599365234375,,23573394,147,392,1761753401291248
n-body,c,O3,internal,11,11859798807,148.64752197265625,17.37188720703125,,6.59906005859375,,23719579,137,366,1761753413151080
n-body,c,O3,internal,12,11859570431,148.52557373046875,17.25372314453125,,6.60028076171875,,23427009,222,340,1761753425010670
n-body,c,O3,internal,13,11859923102,148.75592041015625,17.48846435546875,,6.5997314453125,,23599271,178,326,1761753436870607
n-body,c,O3,internal,14,11859812422,148.673095703125,17.40264892578125,,6.599609375,,23551783,207,329,1761753448730417
n-body,c,O3,internal,15,11859215332,148.6700439453125,17.41107177734375,,6.60009765625,,23757650,201,394,1761753460589670
n-body,c,O3,internal,16,11859665125,148.7630615234375,17.49749755859375,,6.5997314453125,,23505554,205,330,1761753472449337
n-body,c,O3,internal,17,11859539672,148.9674072265625,17.70379638671875,,6.5997314453125,,23704006,247,366,1761753484308914
n-body,c,O3,internal,18,11858741672,149.20562744140625,17.953369140625,,6.59881591796875,,23379206,194,308,1761753496167666
n-body,c,O3,internal,19,11858598987,149.309814453125,18.06158447265625,,6.59906005859375,,23642744,249,403,1761753508026265
n-body,c,O3,internal,20,11858687933,149.57257080078125,18.32275390625,,6.60015869140625,,23582230,251,378,1761753519884991
n-body,c,O3,internal,21,11858813225,149.49407958984375,18.250732421875,,6.59869384765625,,23555237,178,407,1761753531743829
n-body,c,O3,internal,22,11858910746,148.8919677734375,17.64056396484375,,6.59918212890625,,23450818,179,320,1761753543602744
n-body,c,O3,internal,23,11858818728,148.84954833984375,17.59747314453125,,6.598876953125,,23589992,148,456,1761753555461582
n-body,c,O3,internal,24,11859658567,148.65069580078125,17.384765625,,6.59967041015625,,23456766,202,323,1761753567321240
n-body,c,O3,internal,25,11860008661,148.583740234375,17.30767822265625,,6.60125732421875,,23413463,288,315,1761753579181267
n-body,c,O3,internal,26,11860035731,148.58258056640625,17.30059814453125,,6.60015869140625,,23532081,185,389,1761753591041319
n-body,c,O3,internal,27,11859983442,148.765625,17.4996337890625,,6.59991455078125,,23542936,192,312,1761753602901318
n-body,c,O3,internal,28,11859169000,148.56488037109375,17.30523681640625,,6.59869384765625,,23860176,169,303,1761753614760521
n-body,c,O3,internal,29,11859832475,148.53826904296875,17.272705078125,,6.60040283203125,,23476348,250,323,1761753626620354
n-body,c,O3,internal,30,11859041633,148.601806640625,17.33465576171875,,6.60052490234375,,23839242,178,369,1761753638479416
n-body,c,O3,internal,31,11859225555,148.83544921875,17.57379150390625,,6.59906005859375,,23596470,163,395,1761753650338672
n-body,c,O3,internal,32,11859820050,148.81951904296875,17.5535888671875,,6.60101318359375,,23536910,296,394,1761753662198507
n-body,c,O3,internal,33,11860168744,149.0369873046875,17.77801513671875,,6.5999755859375,,23665020,230,377,1761753674058665
n-body,c,O3,internal,34,11859923556,149.160888671875,17.9012451171875,,6.599609375,,23789338,264,324,1761753685918665
n-body,c,O3,internal,35,11860072821,148.93212890625,17.649169921875,,6.60028076171875,,23501584,166,209,1761753697778752
n-body,c,O3,internal,36,11859803600,148.98974609375,17.72650146484375,,6.599609375,,23444092,236,348,1761753709638575
n-body,c,O3,internal,37,11860077374,148.79498291015625,17.5335693359375,,6.6004638671875,,23465866,197,318,1761753721498669
n-body,c,O3,internal,38,11859423281,148.88067626953125,17.616455078125,,6.599609375,,23946910,222,349,1761753733358102
n-body,c,O3,internal,39,11860046015,148.98773193359375,17.70733642578125,,6.60052490234375,,23835877,180,433,1761753745218166
n-body,c,O3,internal,40,11859805118,149.15618896484375,17.89447021484375,,6.59942626953125,,23482452,169,426,1761753757077988
n-body,c,O3,internal,41,11859516991,148.8056640625,17.53741455078125,,6.6007080078125,,23467280,210,339,1761753768937523
n-body,c,O3,internal,42,11859877859,148.56744384765625,17.2969970703125,,6.59930419921875,,23548808,140,356,1761753780797404
n-body,c,O3,internal,43,11860148057,148.7618408203125,17.4947509765625,,6.59954833984375,,23592302,201,360,1761753792657583
n-body,c,O3,internal,44,11859571261,148.59307861328125,17.33709716796875,,6.59906005859375,,23600785,184,433,1761753804517186
n-body,c,O3,internal,45,11860471134,148.5142822265625,17.23333740234375,,6.59991455078125,,23531771,117,326,1761753816377673
n-body,c,O3,internal,46,11859757012,148.60870361328125,17.3367919921875,,6.6004638671875,,23790922,145,434,1761753828237432
n-body,c,O3,internal,47,11859790600,148.5225830078125,17.25927734375,,6.599609375,,23651522,179,310,1761753840097237
n-body,c,O3,internal,48,11859398608,148.4771728515625,17.21002197265625,,6.59979248046875,,23526083,241,379,1761753851956672
n-body,c,O3,internal,49,11860061872,148.49139404296875,17.20416259765625,,6.60003662109375,,23553868,218,306,1761753863816748
n-body,c,O3,internal,50,11860424193,148.79443359375,17.5135498046875,,6.6011962890625,,23667550,242,384,1761753875677188
n-body,c,O3,external,1,11859732130,148.62310791015625,17.35736083984375,,6.60394287109375,,23628967,467,350,1761753948171571
n-body,c,O3,external,2,11858691352,149.11358642578125,17.85540771484375,,6.60174560546875,,23728674,417,410,1761753960033606
n-body,c,O3,external,3,11526862077,144.71405029296875,17.1322021484375,,6.41583251953125,,23020053,232,409,1761753971563937
n-body,c,O3,external,4,11860204543,148.81658935546875,17.54278564453125,,6.60076904296875,,23812400,275,357,1761753983427576
n-body,c,O3,external,5,11526836898,144.29840087890625,16.70062255859375,,6.4154052734375,,22756036,206,286,1761753994957835
n-body,c,O3,external,6,11527634760,144.3001708984375,16.7113037109375,,6.4166259765625,,22792557,245,336,1761754006488855
n-body,c,O3,external,7,11524993930,144.660888671875,17.0992431640625,,6.41448974609375,,22833690,199,406,1761754018017280
n-body,c,O3,external,8,11860608080,148.88311767578125,17.60516357421875,,6.60028076171875,,23636601,198,341,1761754029881351
n-body,c,O3,external,9,11860068708,148.65740966796875,17.38720703125,,6.6005859375,,23680828,218,328,1761754041744836
n-body,c,O3,external,10,11527791999,144.31719970703125,16.72802734375,,6.4154052734375,,22778320,232,297,1761754053275952
n-body,c,O3,external,11,11859704424,148.59637451171875,17.3297119140625,,6.6007080078125,,23839293,231,358,1761754065139074
n-body,c,O3,external,12,11526061976,144.4058837890625,16.826904296875,,6.41510009765625,,22858837,338,397,1761754076668505
n-body,c,O3,external,13,11860236635,148.50433349609375,17.22174072265625,,6.6007080078125,,23507299,180,332,1761754088532156
n-body,c,O3,external,14,11861768819,148.670166015625,17.36669921875,,6.60162353515625,,23467304,247,299,1761754100397444
n-body,c,O3,external,15,11858849541,148.56707763671875,17.3031005859375,,6.59979248046875,,23479684,292,341,1761754112259689
n-body,c,O3,external,16,11527789246,144.6417236328125,17.05084228515625,,6.41571044921875,,22655749,287,379,1761754123790953
n-body,c,O3,external,17,11858961691,148.87841796875,17.60821533203125,,6.60101318359375,,23624899,247,300,1761754135653411
n-body,c,O3,external,18,11859183964,148.7840576171875,17.51513671875,,6.61956787109375,,23484430,1050,613,1761754147515940
n-body,c,O3,external,19,11858401323,148.73028564453125,17.47979736328125,,6.599365234375,,23572547,261,293,1761754159377852
n-body,c,O3,external,20,11526625665,144.59051513671875,17.007080078125,,6.416015625,,23026871,295,300,1761754170907918
n-body,c,O3,external,21,11858536262,148.736083984375,17.4759521484375,,6.6002197265625,,23204455,241,405,1761754182769906
n-body,c,O3,external,22,11526211018,144.75677490234375,17.17315673828125,,6.4161376953125,,23148659,257,452,1761754194299823
n-body,c,O3,external,23,11860227860,148.5772705078125,17.2982177734375,,6.60064697265625,,23324921,239,221,1761754206163433
n-body,c,O3,external,24,11859932640,149.02398681640625,17.7564697265625,,6.6004638671875,,23583889,215,425,1761754218026772
n-body,c,O3,external,25,11526779057,145.0523681640625,17.47552490234375,,6.414794921875,,22971332,166,313,1761754229557080
n-body,c,O3,external,26,11861174108,148.99713134765625,17.7266845703125,,6.60064697265625,,23407510,263,281,1761754241421700
n-body,c,O3,external,27,11860218044,149.08050537109375,17.803466796875,,6.60174560546875,,23584590,269,413,1761754253285353
n-body,c,O3,external,28,11859763731,149.3189697265625,18.0474853515625,,6.603515625,,23709153,354,376,1761754265148522
n-body,c,O3,external,29,11526823335,145.21612548828125,17.64215087890625,,6.41571044921875,,22906068,275,340,1761754276678823
n-body,c,O3,external,30,11859051186,149.5074462890625,18.2423095703125,,6.60009765625,,23509626,232,404,1761754288541253
n-body,c,O3,external,31,11861693473,149.56866455078125,18.29156494140625,,6.60198974609375,,23508846,327,399,1761754300406365
n-body,c,O3,external,32,11856583335,148.67462158203125,17.4395751953125,,6.59942626953125,,23700903,199,363,1761754312266332
n-body,c,O3,external,33,11528426569,144.802978515625,17.20574951171875,,6.4163818359375,,22726686,229,340,1761754323798114
n-body,c,O3,external,34,11858387330,148.79058837890625,17.547119140625,,6.59893798828125,,23720011,162,408,1761754335659999
n-body,c,O3,external,35,11861335254,148.833251953125,17.5498046875,,6.600830078125,,23555484,201,271,1761754347524787
n-body,c,O3,external,36,11859297086,148.58489990234375,17.32049560546875,,6.599609375,,23661167,223,439,1761754359387514
n-body,c,O3,external,37,11858524317,148.8773193359375,17.62725830078125,,6.599609375,,23711607,276,314,1761754371249523
n-body,c,O3,external,38,11526582273,144.500732421875,16.920166015625,,6.41595458984375,,23114212,219,347,1761754382779580
n-body,c,O3,external,39,11527692598,144.92913818359375,17.3414306640625,,6.41546630859375,,22781032,183,354,1761754394310616
n-body,c,O3,external,40,11527378110,144.9234619140625,17.3314208984375,,6.41558837890625,,23015415,229,389,1761754405841536
n-body,c,O3,external,41,11860084462,149.1221923828125,17.8548583984375,,6.59991455078125,,23668481,193,272,1761754417705002
n-body,c,O3,external,42,11859289913,148.92547607421875,17.65582275390625,,6.6004638671875,,23511050,227,423,1761754429567663
n-body,c,O3,external,43,11525579333,144.95068359375,17.3785400390625,,6.41583251953125,,23019099,244,411,1761754441096578
n-body,c,O3,external,44,11859838741,149.09686279296875,17.83599853515625,,6.59979248046875,,23646476,119,387,1761754452959916
n-body,c,O3,external,45,11528659701,145.10479736328125,17.51495361328125,,6.4158935546875,,22980693,228,424,1761754464492033
n-body,c,O3,external,46,11859651282,149.13519287109375,17.86431884765625,,6.6015625,,23601686,357,326,1761754476355102
n-body,c,O3,external,47,11860623946,148.99853515625,17.7222900390625,,6.6004638671875,,23898523,196,316,1761754488219155
n-body,c,O3,external,48,11859080376,149.08038330078125,17.8153076171875,,6.6016845703125,,23622431,278,386,1761754500081606
n-body,c,O3,external,49,11861164809,148.97125244140625,17.6885986328125,,6.60296630859375,,23775237,386,375,1761754511946159
n-body,c,O3,external,50,11860410555,149.00726318359375,17.7210693359375,,6.6007080078125,,23660761,202,380,1761754523810017
fannkuch-redux,c,O3,internal,1,31919977355,444.90234375,91.6864013671875,,17.76678466796875,,36247266,841,1775,1761754616535592
fannkuch-redux,c,O3,internal,2,32728723937,456.669921875,94.4580078125,,18.216796875,,39415049,977,2108,1761754649264341
fannkuch-redux,c,O3,internal,3,32348766160,455.94049072265625,97.9403076171875,,18.00201416015625,,38512127,697,2144,1761754681613147
fannkuch-redux,c,O3,internal,4,32482137780,456.45989990234375,96.9798583984375,,18.07635498046875,,37703860,708,1677,1761754714095282
fannkuch-redux,c,O3,internal,5,33245636609,465.25244140625,97.315673828125,,18.50103759765625,,39759550,768,2039,1761754747340953
fannkuch-redux,c,O3,internal,6,32651908125,461.48663330078125,100.1165771484375,,18.17205810546875,,38547919,783,2001,1761754779992884
fannkuch-redux,c,O3,internal,7,33132417504,461.85955810546875,95.1678466796875,,18.439453125,,41545277,826,1760,1761754813125287
fannkuch-redux,c,O3,internal,8,32546247875,454.12030029296875,93.9345703125,,18.11151123046875,,38715009,711,1743,1761754845671598
fannkuch-redux,c,O3,internal,9,33182400102,460.70989990234375,93.4649658203125,,18.4681396484375,,40286000,733,1918,1761754878854001
fannkuch-redux,c,O3,internal,10,32417524457,451.21630859375,92.4461669921875,,18.03955078125,,38005980,583,1881,1761754911271543
fannkuch-redux,c,O3,internal,11,32222368474,447.630126953125,91.00335693359375,,17.93267822265625,,37980135,739,1738,1761754943493937
fannkuch-redux,c,O3,internal,12,32817593842,455.64154052734375,92.43695068359375,,18.26275634765625,,38544861,697,1589,1761754976311557
fannkuch-redux,c,O3,internal,13,32320852259,451.586181640625,93.88525390625,,17.98675537109375,,37745777,600,1884,1761755008632406
fannkuch-redux,c,O3,internal,14,31598759235,444.88232421875,95.162109375,,17.584716796875,,35546273,700,2211,1761755040231193
fannkuch-redux,c,O3,internal,15,32135284975,448.715087890625,93.07220458984375,,17.8846435546875,,36782087,732,1841,1761755072366375
fannkuch-redux,c,O3,internal,16,34082064972,470.83721923828125,93.6358642578125,,18.9686279296875,,41513165,749,1911,1761755106448327
fannkuch-redux,c,O3,internal,17,32778367964,461.41339111328125,98.646484375,,18.2425537109375,,39206214,694,2197,1761755139226958
fannkuch-redux,c,O3,internal,18,32437134578,454.6697998046875,95.67742919921875,,18.05596923828125,,38025044,835,1862,1761755171664108
fannkuch-redux,c,O3,internal,19,32220840649,452.9393310546875,96.34686279296875,,17.93115234375,,36582796,621,1964,1761755203884970
fannkuch-redux,c,O3,internal,20,31669557893,444.9317626953125,94.43463134765625,,17.6253662109375,,36180525,668,2076,1761755235554559
fannkuch-redux,c,O3,internal,21,32654396403,457.9788818359375,96.585205078125,,18.172607421875,,39676712,702,1904,1761755268208957
fannkuch-redux,c,O3,internal,22,32754064447,458.46343994140625,95.9752197265625,,18.22784423828125,,37896912,747,3266,1761755300963041
fannkuch-redux,c,O3,internal,23,32540528280,454.07525634765625,93.94439697265625,,18.10943603515625,,38213579,690,1957,1761755333503598
fannkuch-redux,c,O3,internal,24,32061000042,451.2518310546875,96.41387939453125,,17.84326171875,,36660543,690,1830,1761755365564615
fannkuch-redux,c,O3,internal,25,33487015512,467.46319580078125,96.83642578125,,18.63775634765625,,40339143,752,1990,1761755399051629
fannkuch-redux,c,O3,internal,26,32020689703,450.33416748046875,95.9615478515625,,17.82330322265625,,36892578,866,1844,1761755431072264
fannkuch-redux,c,O3,internal,27,32612201096,460.2396240234375,99.3126220703125,,18.1513671875,,38964391,692,3012,1761755463684561
fannkuch-redux,c,O3,internal,28,32832525882,461.13671875,97.772216796875,,18.27239990234375,,39348318,698,2037,1761755496517101
fannkuch-redux,c,O3,internal,29,31713000174,447.925048828125,96.9432373046875,,17.6544189453125,,36265143,937,1856,1761755528230115
fannkuch-redux,c,O3,internal,30,32983012288,463.492919921875,98.453369140625,,18.35687255859375,,40026058,741,1900,1761755561213144
fannkuch-redux,c,O3,internal,31,33056023687,463.5953369140625,97.75152587890625,,18.395751953125,,40268305,633,2034,1761755594269188
fannkuch-redux,c,O3,internal,32,32573352569,456.3233642578125,95.827392578125,,18.1270751953125,,38913815,555,2054,1761755626842569
fannkuch-redux,c,O3,internal,33,32384330228,452.59698486328125,94.18658447265625,,18.02215576171875,,37447287,661,1735,1761755659226901
