scenario,language,test,nice,affinity,mode,iteration,time,pkg,cores,gpu,ram,psys,cycles,l1d_misses,l1i_misses,llc_misses,branch_misses,c1_core_residency,c3_core_residency,c6_core_residency,c7_core_residency,c2_pkg_residency,c3_pkg_residency,c6_pkg_residency,c8_pkg_residency,c10_pkg_residency,ended
fasta,cpp,optimized,-20,,process,1,228909,20.414,17.872,,0.204,,3460251855,18660073,5760740,70242,43726336,,0,0,0,0,0,0,0,0,1768845286870621
fasta,cpp,optimized,-20,,process,2,214424,21.546,19.102,,0.406,,3389440907,33395700,5322485,962750,43974911,,0,0,0,0,0,0,0,0,1768845297181237
fasta,cpp,optimized,-20,,process,3,229248,20.48,17.944,,0.226,,3426401858,20747446,5768671,97251,44218205,,0,0,0,0,0,0,0,0,1768845307525825
fasta,cpp,optimized,-20,,process,4,216782,19.98,17.581,,0.215,,3419931492,18125646,6050936,97499,44356057,,0,0,0,0,0,0,0,0,1768845318138740
fasta,cpp,optimized,-20,,process,5,229023,20.304,17.784,,0.226,,3428466799,17194584,6112069,91710,44136140,,0,0,0,0,0,0,0,0,1768845329077112
fasta,cpp,optimized,-20,,process,6,208692,19.379,17.049,,0.187,,3303135661,20145423,5113889,74987,44651082,,0,0,0,0,0,0,0,0,1768845339382361
fasta,cpp,optimized,-20,,process,7,255843,21.991,19.148,,0.244,,3620071252,20942322,5944450,90735,44645249,,0,0,0,0,0,0,0,0,1768845349735765
fasta,cpp,optimized,-20,,process,8,375206,27.643,23.444,,0.324,,4177616008,26909407,6238339,85542,45625248,,0,0,0,0,0,0,0,0,1768845360212490
fasta,cpp,optimized,-20,,process,9,213092,19.369,17.029,,0.189,,3301033493,17001323,5049794,65196,44448467,,0,0,0,0,0,0,0,0,1768845370522487
fasta,cpp,optimized,-20,,process,10,299525,28.029,24.693,,0.399,,4829689235,58923334,11660348,420721,45286619,,0,0,0,0,0,0,0,0,1768845380944359
fasta,cpp,optimized,-20,,process,11,314780,24.918,21.481,,0.304,,3938482920,22328782,6652351,125302,44688407,,0,0,0,0,0,0,0,0,1768845391365893
fasta,cpp,optimized,-20,,process,12,215983,19.849,17.472,,0.193,,3406086231,22578883,5159887,69692,44699624,,0,0,0,0,0,0,0,0,1768845401678807
fasta,cpp,optimized,-20,,process,13,247380,21.209,18.481,,0.239,,3454836233,19779544,6763887,100812,43931722,,0,0,0,0,0,0,0,0,1768845412022907
fasta,cpp,optimized,-20,,process,14,207484,19.36,17.025,,0.186,,3309113474,16694744,5158823,71393,44499628,,0,0,0,0,0,0,0,0,1768845422340739
fasta,cpp,optimized,-20,,process,15,311896,24.837,21.368,,0.303,,3925582382,21947912,6451170,125655,45032499,,0,0,0,0,0,0,0,0,1768845432749301
fasta,cpp,optimized,-20,,process,16,376919,31.236,27.094,,0.461,,4976223483,62303500,12389378,458230,46395115,,0,0,0,0,0,0,0,0,1768845443324947
fasta,cpp,optimized,-20,,process,17,208765,19.223,16.98,,0.184,,3313737014,17523197,4904791,59301,44639840,,0,0,0,0,0,0,0,0,1768845453641140
fasta,cpp,optimized,-20,,process,18,343513,26.405,22.57,,0.301,,4128670726,28878104,6258053,83647,44570453,,0,0,0,0,0,0,0,0,1768845464085916
fasta,cpp,optimized,-20,,process,19,311539,31.147,27.565,,0.74,,4762693612,85070743,10462854,4822378,45185494,,0,0,0,0,0,0,0,0,1768845474493607
fasta,cpp,optimized,-20,,process,20,253081,22.086,19.285,,0.247,,3613639821,19888529,6382503,120806,44409406,,0,0,0,0,0,0,0,0,1768845484868768
fasta,cpp,optimized,-20,,process,21,386576,28.477,24.222,,0.353,,4263723007,27720966,6817243,122113,45034658,,0,0,0,0,0,0,0,0,1768845495353325
fasta,cpp,optimized,-20,,process,22,221687,20.141,17.67,,0.199,,3422500696,21404799,5274288,77485,44545292,,0,0,0,0,0,0,0,0,1768845505673028
fasta,cpp,optimized,-20,,process,23,215646,19.905,17.498,,0.193,,3404447213,21090750,5351056,74293,44531106,,0,0,0,0,0,0,0,0,1768845515986324
fasta,cpp,optimized,-20,,process,24,406566,29.313,24.784,,0.351,,4327568250,29655619,6272264,100343,45045558,,0,0,0,0,0,0,0,0,1768845526490382
fasta,cpp,optimized,-20,,process,25,208619,19.405,17.14,,0.187,,3368746967,19651273,5000410,74503,43900890,,0,0,0,0,0,0,0,0,1768845536796337
fasta,cpp,optimized,-20,,process,26,212485,19.738,17.36,,0.192,,3401637842,22232641,4902742,76708,44430931,,0,0,0,0,0,0,0,0,1768845547105338
fasta,cpp,optimized,-20,,process,27,211280,19.464,17.171,,0.19,,3355822574,19298735,5189169,70882,44411120,,0,0,0,0,0,0,0,0,1768845557419354
fasta,cpp,optimized,-20,,process,28,210871,19.459,17.121,,0.189,,3345794240,15247598,5046823,66398,44057625,,0,0,0,0,0,0,0,0,1768845568058405
fasta,cpp,optimized,-20,,process,29,255455,22.0,19.136,,0.251,,3587143497,22659635,5905147,113151,44591714,,0,0,0,0,0,0,0,0,1768845578411469
