scenario,language,test,nice,affinity,mode,iteration,time,pkg,cores,gpu,ram,psys,cycles,l1d_misses,l1i_misses,llc_misses,branch_misses,c1_core_residency,c3_core_residency,c6_core_residency,c7_core_residency,c2_pkg_residency,c3_pkg_residency,c6_pkg_residency,c8_pkg_residency,c10_pkg_residency,ended
regex-redux,cs,release,-20,,process,1,1821066,78.001,57.827,,1.417,,34877341167,80148714,18364008,1173945,195224664,,0,0,0,0,0,0,0,0,1764234882473684
regex-redux,cs,release,-20,,process,2,1822829,78.332,58.094,,1.425,,34911319675,81010385,20288870,1276136,195703205,,0,0,0,0,0,0,0,0,1764234884299295
regex-redux,cs,release,-20,,process,3,1826123,78.108,57.844,,1.42,,34974483637,80296486,18313337,1235904,195809416,,0,0,0,0,0,0,0,0,1764234886128204
regex-redux,cs,release,-20,,process,4,1819996,77.734,57.529,,1.418,,34857092255,80562448,19310251,1188870,197059564,,0,0,0,0,0,0,0,0,1764234887951029
regex-redux,cs,release,-20,,process,5,1847699,78.853,58.323,,1.448,,35387774206,93712276,19823861,1376319,195886451,,0,0,0,0,0,0,0,0,1764234889801543
regex-redux,cs,release,-20,,process,6,1823852,77.907,57.694,,1.417,,34930848106,79654563,18409840,1166472,195422600,,0,0,0,0,0,0,0,0,1764234891628221
regex-redux,cs,release,-20,,process,7,1819405,77.577,57.359,,1.417,,34845807842,80985707,20213343,1232466,196287943,,0,0,0,0,0,0,0,0,1764234893450439
regex-redux,cs,release,-20,,process,8,1824818,77.779,57.553,,1.414,,34949466591,79989622,18349126,1448560,196401421,,0,0,0,0,0,0,0,0,1764234895278046
regex-redux,cs,release,-20,,process,9,1843644,78.453,57.97,,1.443,,35310160990,80589794,19052068,1190317,195744230,,0,0,0,0,0,0,0,0,1764234897124466
regex-redux,cs,release,-20,,process,10,1823581,77.851,57.632,,1.421,,34925738523,80821110,20592047,1238469,195589104,,0,0,0,0,0,0,0,0,1764234898950848
regex-redux,cs,release,-20,,process,11,1825529,77.932,57.69,,1.415,,34963117735,80499819,18330635,1255102,196399503,,0,0,0,0,0,0,0,0,1764234900779162
regex-redux,cs,release,-20,,process,12,1824345,77.749,57.513,,1.433,,34940497841,81071906,19383778,1296827,196490791,,0,0,0,0,0,0,0,0,1764234902606288
regex-redux,cs,release,-20,,process,13,1825069,77.94,57.683,,1.419,,34954250015,93725615,20270551,1234796,197012056,,0,0,0,0,0,0,0,0,1764234904434142
regex-redux,cs,release,-20,,process,14,1851846,78.913,58.347,,1.458,,35467128867,81395397,19043961,1362630,195764892,,0,0,0,0,0,0,0,0,1764234906288809
regex-redux,cs,release,-20,,process,15,1820915,77.736,57.518,,1.42,,34874650785,80861339,19602826,1204353,196285164,,0,0,0,0,0,0,0,0,1764234908112576
regex-redux,cs,release,-20,,process,16,1821298,77.46,57.251,,1.42,,34882039337,79930861,19119698,1184945,196698187,,0,0,0,0,0,0,0,0,1764234909936679
regex-redux,cs,release,-20,,process,17,1820068,77.767,57.564,,1.411,,34858306844,79911165,18385795,1162615,195389297,,0,0,0,0,0,0,0,0,1764234911759562
regex-redux,cs,release,-20,,process,18,1822441,77.536,57.324,,1.421,,34903803576,81025046,20246988,1223100,197352237,,0,0,0,0,0,0,0,0,1764234913584805
regex-redux,cs,release,-20,,process,19,1828456,77.981,57.662,,1.421,,35019134894,93548152,18237322,1200486,195988114,,0,0,0,0,0,0,0,0,1764234915416056
regex-redux,cs,release,-20,,process,20,1830512,78.03,57.734,,1.42,,35058564007,85975181,18337722,1215951,195776100,,0,0,0,0,0,0,0,0,1764234917249375
