scenario,language,test,nice,affinity,mode,iteration,time,pkg,cores,gpu,ram,psys,cycles,l1d_misses,l1i_misses,llc_misses,branch_misses,c1_core_residency,c3_core_residency,c6_core_residency,c7_core_residency,c2_pkg_residency,c3_pkg_residency,c6_pkg_residency,c8_pkg_residency,c10_pkg_residency,ended
mandelbrot,java,server,,,process,1,1646395,181.688,163.319,,1.494,,76366594502,146612447,68123191,8950082,30081414,,27321600,773876128,701350944,0,0,0,0,0,1769585142352709
mandelbrot,java,server,,,process,2,1713424,191.696,172.519,,1.591,,80718246113,258398349,240367217,9385575,40722534,,25701120,496487552,114211648,0,0,0,0,0,1769585154132019
mandelbrot,java,server,,,process,3,1591483,180.328,162.544,,1.471,,75869463272,143747531,62218345,8597611,31062673,,48186944,571442752,297860512,0,0,0,0,0,1769585165789009
mandelbrot,java,server,,,process,4,1747240,188.284,168.725,,1.773,,79630440005,197357458,115546595,12503363,42140651,,55132320,676050496,1146075136,0,0,0,0,0,1769585177583028
mandelbrot,java,server,,,process,5,1675365,181.52,162.787,,1.591,,76846139335,158310952,69215659,10154667,33241283,,30644576,594634560,763870848,0,0,0,0,0,1769585189305231
mandelbrot,java,server,,,process,6,1669905,180.834,162.162,,1.581,,76433378179,154328072,66811320,10081575,32931854,,28876800,769348384,868237376,0,0,0,0,0,1769585201021701
mandelbrot,java,server,,,process,7,1671641,183.134,164.44,,1.61,,76876002890,157797447,68231837,10312969,34464680,,23749152,664554144,955038240,0,0,0,0,0,1769585212741744
mandelbrot,java,server,,,process,8,1683237,183.033,164.193,,1.622,,77079300033,159432216,69252308,10217602,32631292,,36688800,601998112,944292992,0,0,0,0,0,1769585224472766
mandelbrot,java,server,,,process,9,1641419,180.032,161.697,,1.526,,76055705684,140469592,63796995,9817706,27869122,,18540192,790732416,721616864,0,0,0,0,0,1769585236162782
mandelbrot,java,server,,,process,10,1639461,181.957,163.62,,1.589,,76589321835,155325128,70132629,10337357,32623426,,47535776,631312672,364065632,0,0,0,0,0,1769585247857503
