scenario,language,test,nice,affinity,mode,iteration,time,pkg,cores,gpu,ram,psys,cycles,l1d_misses,l1i_misses,llc_misses,branch_misses,c1_core_residency,c3_core_residency,c6_core_residency,c7_core_residency,c2_pkg_residency,c3_pkg_residency,c6_pkg_residency,c8_pkg_residency,c10_pkg_residency,ended
fannkuch-redux,cs,release,,,process,1,2902317,344.255,312.163,,1.622,,144574321367,5399897,8828621,122264,2347031790,,4630464,374269600,578570752,0,0,0,0,0,1769373867085325
fannkuch-redux,cs,release,,,process,2,2900042,344.314,312.253,,1.619,,144543522549,5340139,8883384,115893,2345224770,,7420416,341848288,567640672,0,0,0,0,0,1769373879985734
fannkuch-redux,cs,release,,,process,3,2899237,344.224,312.179,,1.619,,144411890521,5359902,8723400,115756,2344584580,,9161024,337960032,553970272,0,0,0,0,0,1769373892885321
fannkuch-redux,cs,release,,,process,4,2907842,344.209,312.024,,1.625,,144388120698,5357253,8674209,114602,2344718801,,12145152,368450880,609896480,0,0,0,0,0,1769373905793569
fannkuch-redux,cs,release,,,process,5,2906348,344.297,312.143,,1.623,,144654281918,5370208,8772828,117358,2347831362,,7020096,364825344,590250368,0,0,0,0,0,1769373918700317
fannkuch-redux,cs,release,,,process,6,2914684,345.24,313.02,,1.627,,145071637545,5409273,8669765,113803,2345440856,,8583104,344774272,620234208,0,0,0,0,0,1769373931615411
fannkuch-redux,cs,release,,,process,7,2910038,343.948,311.742,,1.626,,144546876439,5233834,8808811,116364,2346548037,,7275744,384248672,601298912,0,0,0,0,0,1769373944525818
fannkuch-redux,cs,release,,,process,8,2906184,344.042,311.878,,1.624,,144643964194,5361397,8757049,115651,2346278638,,4878240,335305280,601574784,0,0,0,0,0,1769373957432399
fannkuch-redux,cs,release,,,process,9,2908642,344.105,311.943,,1.628,,144579304551,5834726,8770201,153078,2345663955,,10373376,349043360,615698560,0,0,0,0,0,1769373970341444
fannkuch-redux,cs,release,,,process,10,2903557,344.062,311.932,,1.622,,144593901533,5455024,8577958,112902,2346446808,,7111424,309262080,583279360,0,0,0,0,0,1769373983245402
fannkuch-redux,cs,release,,,process,11,2902456,343.734,311.635,,1.621,,144484504485,5302801,8733523,116115,2344792905,,3955904,328736768,553242208,0,0,0,0,0,1769373996148242
fannkuch-redux,cs,release,,,process,12,2908431,344.245,312.056,,1.625,,144376978348,5310112,8900793,114974,2344928887,,8747680,393400320,431194048,0,0,0,0,0,1769374009057049
fannkuch-redux,cs,release,,,process,13,2904078,344.043,311.906,,1.622,,144532278773,5549285,8728783,117860,2345637378,,8356704,346558976,561205376,0,0,0,0,0,1769374021961545
fannkuch-redux,cs,release,,,process,14,2906496,344.131,311.98,,1.623,,144619507979,5232893,8786911,117326,2345843244,,5179072,339466176,535193408,0,0,0,0,0,1769374034868432
fannkuch-redux,cs,release,,,process,15,2907472,343.73,311.561,,1.624,,144576337866,5216508,8603127,113478,2346309596,,5084544,357862528,599753440,0,0,0,0,0,1769374047776319
fannkuch-redux,cs,release,,,process,16,2906471,343.959,311.82,,1.623,,144614783262,5346730,8840994,114410,2345928186,,7078080,402304480,483204256,0,0,0,0,0,1769374060683211
fannkuch-redux,cs,release,,,process,17,2918621,344.052,311.753,,1.63,,144578052664,5420178,8713550,114161,2346597163,,4268064,373873568,533956032,0,0,0,0,0,1769374073602195
fannkuch-redux,cs,release,,,process,18,2906303,343.654,311.51,,1.624,,144570599079,5397363,8760046,116094,2345423701,,7787840,352396480,564196480,0,0,0,0,0,1769374086508896
fannkuch-redux,cs,release,,,process,19,2906145,344.023,311.875,,1.623,,144664383975,5241080,8710767,117584,2346941616,,3857344,355121024,502814848,0,0,0,0,0,1769374099415423
fannkuch-redux,cs,release,,,process,20,2906195,343.934,311.774,,1.623,,144618796271,5264226,8660011,115284,2347479515,,6520224,326046080,568255488,0,0,0,0,0,1769374112322004
fannkuch-redux,cs,release,,,process,21,2903015,344.178,312.058,,1.622,,144621292205,5254723,8616052,114844,2346237345,,3145216,310832352,523918144,0,0,0,0,0,1769374125225419
fannkuch-redux,cs,release,,,process,22,2907579,344.396,312.246,,1.628,,144515411416,5740695,8811363,157874,2346169760,,6049376,484614656,410613312,0,0,0,0,0,1769374138133417
fannkuch-redux,cs,release,,,process,23,2907347,344.259,312.117,,1.627,,144509604653,5849925,8755829,155772,2345866736,,6668992,321091712,547956800,0,0,0,0,0,1769374151041162
fannkuch-redux,cs,release,,,process,24,2912885,344.1,311.894,,1.626,,144614207077,5574173,8634127,114293,2346233355,,4133344,312426112,601393376,0,0,0,0,0,1769374163954446
fannkuch-redux,cs,release,,,process,25,2904565,343.798,311.642,,1.623,,144560927005,5420305,8702348,115477,2346813172,,6266976,347609216,527323296,0,0,0,0,0,1769374176859414
fannkuch-redux,cs,release,,,process,26,2904295,343.902,311.788,,1.621,,144597406088,5209381,8614570,115750,2346726406,,5674528,293110272,568939424,0,0,0,0,0,1769374189764090
fannkuch-redux,cs,release,,,process,27,2905878,343.82,311.685,,1.623,,144527831332,5284148,8779165,117742,2346487572,,6972544,323352640,593235488,0,0,0,0,0,1769374202670392
fannkuch-redux,cs,release,,,process,28,2906325,344.083,311.936,,1.622,,144641315218,5598709,8746437,117367,2346650044,,3909504,337582144,546077984,0,0,0,0,0,1769374215577136
fannkuch-redux,cs,release,,,process,29,2912847,344.226,312.006,,1.627,,144686180477,5326494,8805847,117138,2346029856,,6370880,404058272,498439296,0,0,0,0,0,1769374228490373
fannkuch-redux,cs,release,,,process,30,2906669,343.912,311.767,,1.623,,144523105064,5356730,8646758,105303,2346888973,,5064096,310184832,570494080,0,0,0,0,0,1769374241397425
fasta,c,optimized,,,process,1,326171,11.956,8.37,,0.193,,1452844646,12382851,3498956,20068,779416,,556640,19274016,5109659872,0,0,0,0,0,1769374254937110
fasta,c,optimized,,,process,2,324513,11.948,8.4,,0.191,,1451101649,12219955,3363573,23822,773728,,0,17619296,5086199232,0,0,0,0,0,1769374265353530
fasta,c,optimized,,,process,3,324967,11.953,8.373,,0.192,,1452543977,12236631,3546333,23747,776437,,0,18283776,5092413152,0,0,0,0,0,1769374275770798
fasta,c,optimized,,,process,4,324349,11.856,8.301,,0.192,,1451443772,12224468,3426513,22695,772599,,0,18536960,5079668896,0,0,0,0,0,1769374286187183
fasta,c,optimized,,,process,5,325285,11.914,8.343,,0.192,,1452759148,12245527,3467122,23383,778213,,93888,19749824,5094523744,0,0,0,0,0,1769374296603997
fasta,c,optimized,,,process,6,324293,11.948,8.384,,0.192,,1452689996,12302996,3484907,22717,779363,,454816,17343072,5083900096,0,0,0,0,0,1769374307020847
fasta,c,optimized,,,process,7,324602,11.866,8.316,,0.192,,1451369161,12183132,3332079,23222,771478,,0,14536320,5093948672,0,0,0,0,0,1769374317437519
fasta,c,optimized,,,process,8,325668,11.916,8.354,,0.192,,1454309451,12254198,3561973,24383,786728,,1584384,42550944,5074366240,0,0,0,0,0,1769374327855607
fasta,c,optimized,,,process,9,324626,11.904,8.35,,0.191,,1451894184,12198244,3458576,24691,769806,,0,14369280,5092839072,0,0,0,0,0,1769374338272647
fasta,c,optimized,,,process,10,325063,11.935,8.359,,0.192,,1453271200,12207187,3399796,24237,775420,,445056,29421920,5086429824,0,0,0,0,0,1769374348689267
fasta,c,optimized,,,process,11,324166,11.872,8.335,,0.191,,1451369464,12306731,3415647,21285,772538,,0,30078720,5066562784,0,0,0,0,0,1769374359105086
fasta,c,optimized,,,process,12,324415,11.832,8.3,,0.191,,1451631109,12345566,3481314,21235,772469,,0,31422752,5067012512,0,0,0,0,0,1769374369521393
fasta,c,optimized,,,process,13,325561,11.907,8.345,,0.192,,1454966306,12347627,3626327,23478,785069,,1023840,28914624,5084352224,0,0,0,0,0,1769374379939115
fasta,c,optimized,,,process,14,327688,11.73,8.145,,0.193,,1451432034,12371546,3508379,22517,775735,,410656,19918304,5130663168,0,0,0,0,0,1769374390359431
fasta,c,optimized,,,process,15,324388,11.847,8.301,,0.191,,1452274420,12258989,3459927,22324,776767,,91328,14956768,5081976704,0,0,0,0,0,1769374400775863
fasta,c,optimized,,,process,16,324435,11.873,8.326,,0.191,,1451949560,12219378,3547645,22574,772374,,0,15378720,5081122144,0,0,0,0,0,1769374411192112
fasta,c,optimized,,,process,17,325092,11.848,8.274,,0.192,,1452383356,12215577,3467871,23365,773112,,456800,26542272,5079858272,0,0,0,0,0,1769374421608777
fasta,c,optimized,,,process,18,325173,11.988,8.408,,0.193,,1454680422,12361508,3555046,24277,787735,,727040,36482176,5063483776,0,0,0,0,0,1769374432026016
fasta,c,optimized,,,process,19,324885,11.915,8.341,,0.192,,1452734005,12194427,3483891,25014,776264,,441728,16449952,5087571936,0,0,0,0,0,1769374442443128
fasta,c,optimized,,,process,20,325706,11.966,8.408,,0.192,,1466689589,12272588,3578369,25379,783337,,534560,14400992,5089133504,0,0,0,0,0,1769374452861029
fasta,c,optimized,,,process,21,324358,11.876,8.314,,0.192,,1451663528,12339658,3503963,21147,777234,,94528,22111072,5076835968,0,0,0,0,0,1769374463276927
fasta,c,optimized,,,process,22,324428,11.912,8.347,,0.192,,1452659347,12197052,3432727,24393,771857,,0,16961632,5083021600,0,0,0,0,0,1769374473693105
fasta,c,optimized,,,process,23,325369,11.984,8.405,,0.193,,1455373524,12320919,3507652,23528,785040,,1031584,26238432,5078844384,0,0,0,0,0,1769374484110285
fasta,c,optimized,,,process,24,324550,11.941,8.376,,0.192,,1452906448,12212099,3495383,23642,773919,,0,26313920,5073828864,0,0,0,0,0,1769374494526858
fasta,c,optimized,,,process,25,324672,11.906,8.363,,0.192,,1451542904,12312944,3461108,21813,775478,,400384,16941440,5087477984,0,0,0,0,0,1769374504943891
fasta,c,optimized,,,process,26,324817,11.873,8.327,,0.191,,1451989106,12229037,3522419,24697,772058,,459200,32822720,5070774656,0,0,0,0,0,1769374515361109
fasta,c,optimized,,,process,27,324878,11.949,8.4,,0.192,,1450956369,12299972,3442905,20836,773688,,0,20844544,5086797344,0,0,0,0,0,1769374525777518
fasta,c,optimized,,,process,28,324977,12.024,8.453,,0.192,,1453241065,12313722,3533037,22537,781402,,0,15207552,5086109344,0,0,0,0,0,1769374536194458
fasta,c,optimized,,,process,29,324379,11.94,8.377,,0.192,,1452164023,12198156,3385474,23463,768929,,0,15527200,5082255328,0,0,0,0,0,1769374546610676
fasta,c,optimized,,,process,30,324612,11.903,8.348,,0.192,,1450768824,12298502,3343425,21140,772133,,0,18521536,5080956416,0,0,0,0,0,1769374557027469
fannkuch-redux,cpp,optimized,,,process,1,2806014,332.974,301.949,,1.565,,138794945545,3373848,2102382,82906,2461148953,,2099616,17851232,541079904,0,0,0,0,0,1769374570696545
fannkuch-redux,cpp,optimized,,,process,2,2799911,333.449,302.477,,1.558,,138702070430,2898332,1992472,45417,2460217225,,869888,19632032,494464032,0,0,0,0,0,1769374583496826
fannkuch-redux,cpp,optimized,,,process,3,2800558,333.39,302.443,,1.558,,138718181563,2966701,1965348,40351,2460437278,,13186880,22798016,488226496,0,0,0,0,0,1769374596297752
fannkuch-redux,cpp,optimized,,,process,4,2803906,333.465,302.478,,1.559,,138722168548,3012931,2000264,38698,2459902798,,3205568,39412864,533811392,0,0,0,0,0,1769374609102026
fannkuch-redux,cpp,optimized,,,process,5,2805984,333.608,302.595,,1.56,,138724549181,3074699,2051043,40465,2460243912,,927584,25391584,563191136,0,0,0,0,0,1769374621908387
fannkuch-redux,cpp,optimized,,,process,6,2816603,333.032,301.895,,1.567,,138729574096,2962295,2063642,44603,2460905685,,3177088,54416704,526575200,0,0,0,0,0,1769374634725391
fannkuch-redux,cpp,optimized,,,process,7,2804656,333.201,302.184,,1.56,,138768000679,2926343,2012419,39831,2460285455,,1591616,29386816,501059072,0,0,0,0,0,1769374647530418
fannkuch-redux,cpp,optimized,,,process,8,2801612,333.148,302.167,,1.558,,138743336881,3055551,2070780,39137,2460285188,,3322144,22458816,475205152,0,0,0,0,0,1769374660332361
fannkuch-redux,cpp,optimized,,,process,9,2815151,333.498,302.342,,1.566,,138790693936,2994681,2071939,38783,2460133367,,3808064,32762880,573338944,0,0,0,0,0,1769374673147909
fannkuch-redux,cpp,optimized,,,process,10,2803774,333.078,302.072,,1.56,,138761596221,3044331,1987027,39016,2460478054,,1884128,10297024,475891840,0,0,0,0,0,1769374685952041
fannkuch-redux,cpp,optimized,,,process,11,2801652,332.792,301.808,,1.559,,138688319530,3044694,1998551,44493,2460651973,,2205312,11387456,482409792,0,0,0,0,0,1769374698754084
fannkuch-redux,cpp,optimized,,,process,12,2803914,333.109,302.096,,1.56,,138835839367,2977220,2008278,39336,2460499644,,2557728,16352512,473971680,0,0,0,0,0,1769374711558393
fannkuch-redux,cpp,optimized,,,process,13,2804644,332.943,301.896,,1.56,,138775738425,3036118,1977370,38510,2460882797,,2477440,14168832,480624416,0,0,0,0,0,1769374724363368
fannkuch-redux,cpp,optimized,,,process,14,2815924,333.282,302.103,,1.567,,138657576898,2971423,2001583,39993,2459909591,,535744,13885984,557608224,0,0,0,0,0,1769374737179683
fannkuch-redux,cpp,optimized,,,process,15,2804577,333.083,302.065,,1.563,,138817351035,3393983,2067000,72371,2460661264,,1912800,28946720,461999968,0,0,0,0,0,1769374749984611
fannkuch-redux,cpp,optimized,,,process,16,2804401,333.129,302.088,,1.561,,138698943464,3026955,1932585,43268,2460835852,,1619584,13079328,530614080,0,0,0,0,0,1769374762789400
fannkuch-redux,cpp,optimized,,,process,17,2799516,332.488,301.517,,1.557,,138628170196,2976633,2024478,39928,2453854011,,4015776,20776608,440431168,0,0,0,0,0,1769374775589293
fannkuch-redux,cpp,optimized,,,process,18,2806693,332.782,301.757,,1.561,,138954855005,3007975,2088817,39027,2461900524,,1117472,34206720,558235776,0,0,0,0,0,1769374788396344
fannkuch-redux,cpp,optimized,,,process,19,2816749,333.395,302.251,,1.567,,138848848664,2994393,2113474,41091,2460509230,,2285280,44550656,470455680,0,0,0,0,0,1769374801213439
fannkuch-redux,cpp,optimized,,,process,20,2806994,332.971,301.941,,1.561,,138823060905,3040618,2039466,47928,2460779868,,3200224,22210688,485860224,0,0,0,0,0,1769374814020805
fannkuch-redux,cpp,optimized,,,process,21,2803168,332.784,301.786,,1.559,,138759132259,3038401,1998566,40973,2460667985,,449728,10814112,469100096,0,0,0,0,0,1769374826824365
fannkuch-redux,cpp,optimized,,,process,22,2804464,332.871,301.862,,1.56,,138723173071,3066710,1996973,39082,2460347910,,1271712,22955264,496240832,0,0,0,0,0,1769374839629221
fannkuch-redux,cpp,optimized,,,process,23,2808264,332.819,301.756,,1.562,,138734529233,2969789,2092735,38207,2460672310,,3551744,55742496,534185376,0,0,0,0,0,1769374852437869
fannkuch-redux,cpp,optimized,,,process,24,2809889,332.559,301.472,,1.563,,138722876718,2966952,2064878,39674,2459723219,,2540544,31766368,461394208,0,0,0,0,0,1769374865248127
fannkuch-redux,cpp,optimized,,,process,25,2808747,332.917,301.849,,1.563,,138769106309,3092854,2108908,46550,2460230311,,1379744,21650848,508537504,0,0,0,0,0,1769374878057270
fannkuch-redux,cpp,optimized,,,process,26,2805815,332.997,301.96,,1.561,,138797831127,2880063,2006704,40364,2460506030,,4331360,19424064,506871360,0,0,0,0,0,1769374890863446
fannkuch-redux,cpp,optimized,,,process,27,2802616,332.736,301.737,,1.559,,138738085618,3015679,1908722,38464,2460583986,,2551552,16641024,461726944,0,0,0,0,0,1769374903666439
fannkuch-redux,cpp,optimized,,,process,28,2805608,332.969,301.914,,1.561,,138716944260,2994238,2041742,39633,2460298549,,1999232,17783200,489856672,0,0,0,0,0,1769374916472429
fannkuch-redux,cpp,optimized,,,process,29,2809632,333.011,301.939,,1.562,,138661945611,3062965,2038520,38959,2460128241,,1634784,27712608,554085664,0,0,0,0,0,1769374929282353
